,j#,name,pos,g,a,p,pim,ts,+/-,sog,ga,svs,game_id,team,matchup,year,gwg,minutes,gp,OGS,DGS,GGS,GS,FP
10023,3,RIIKOLA Simo-Pekka,D,0,0,0,0,0,0,0,0,0,17,fin,cze-fin,2012,0,20.0,1.0,0.0,-0.13577842724457384,0.0,-0.13577842724457384,0.0
10024,5,RISTOLAINEN Rasmus,D,0,0,0,0,0,0,0,0,0,17,fin,cze-fin,2012,0,20.0,1.0,0.0,-0.13577842724457384,0.0,-0.13577842724457384,0.0
10025,9,RUUTTU Alexander,F,1,0,1,0,2,1,0,0,0,17,fin,cze-fin,2012,1,13.846153846153847,1.0,0.9,0.06549977518457058,0.0,0.9654997751845706,4.5
10026,15,AALTONEN Miro,F,1,0,1,0,3,1,0,0,0,17,fin,cze-fin,2012,0,13.846153846153847,1.0,0.975,0.06549977518457058,0.0,1.0404997751845706,1.5
10027,16,BARKOV Aleksander,F,0,1,1,0,1,1,0,0,0,17,fin,cze-fin,2012,0,13.846153846153847,1.0,0.7,0.06549977518457058,0.0,0.7654997751845706,1.0
10028,13,HANNIKAINEN Markus,F,0,0,0,0,2,0,0,0,0,17,fin,cze-fin,2012,0,13.846153846153847,1.0,0.15,-0.04700022481542941,0.0,0.10299977518457058,0.0
10029,14,HAMALAINEN Roope,F,0,0,0,0,0,0,0,0,0,17,fin,cze-fin,2012,0,13.846153846153847,1.0,0.0,-0.04700022481542941,0.0,-0.04700022481542941,0.0
10030,28,KURONEN Mikael,F,0,0,0,0,1,0,0,0,0,17,fin,cze-fin,2012,0,13.846153846153847,1.0,0.075,-0.04700022481542941,0.0,0.027999775184570586,0.0
10031,29,PAAJANEN Otto,F,0,0,0,0,0,0,0,0,0,17,fin,cze-fin,2012,0,13.846153846153847,1.0,0.0,-0.04700022481542941,0.0,-0.04700022481542941,0.0
10032,30,AITTOKALLIO Sami,GK,0,0,0,0,0,0,36,0,36,17,fin,cze-fin,2012,0,60.0,1.0,0.0,0.0,3.6,3.6,0.0
10033,31,GIBSON Christopher,GK,0,0,0,0,0,0,0,0,0,17,fin,cze-fin,2012,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10034,12,MRAZ Richard,F,0,1,1,0,0,2,0,0,0,18,svk,svk-sui,2012,0,15.0,1.0,0.625,0.2490830897832848,0.0,0.8740830897832848,1.0
10035,13,JURCO Tomas,F,0,5,5,2,3,4,0,0,0,18,svk,svk-sui,2012,0,15.0,1.0,3.35,0.47408308978328473,0.0,3.8240830897832847,5.0
10036,21,MARINCIN Martin,D,1,0,1,0,2,1,0,0,0,18,svk,svk-sui,2012,0,15.0,1.0,0.9,0.2731661795665696,0.0,1.1731661795665695,1.5
10037,25,GERNAT Martin,D,1,0,1,0,1,0,0,0,0,18,svk,svk-sui,2012,0,15.0,1.0,0.825,0.048166179566569586,0.0,0.8731661795665695,1.5
10038,26,CHOVAN Matus,F,3,0,3,0,4,3,0,0,0,18,svk,svk-sui,2012,1,15.0,1.0,2.55,0.36158308978328474,0.0,2.9115830897832846,7.5
10039,3,JANOSIK Adam,D,0,0,0,0,3,2,0,0,0,18,svk,svk-sui,2012,0,15.0,1.0,0.22499999999999998,0.4981661795665696,0.0,0.7231661795665696,0.0
10040,8,TOMAN Michal,F,0,0,0,0,0,-1,0,0,0,18,svk,svk-sui,2012,0,15.0,1.0,0.0,-0.0884169102167152,0.0,-0.0884169102167152,0.0
10041,14,CERESNAK Peter,D,0,0,0,0,0,1,0,0,0,18,svk,svk-sui,2012,0,15.0,1.0,0.0,0.2731661795665696,0.0,0.2731661795665696,0.0
10042,17,TVRDON Marek,F,0,1,1,0,1,-1,0,0,0,18,svk,svk-sui,2012,0,15.0,1.0,0.7,-0.0884169102167152,0.0,0.6115830897832848,1.0
10043,22,BUBELA Milos,F,0,0,0,0,3,-2,0,0,0,18,svk,svk-sui,2012,0,15.0,1.0,0.22499999999999998,-0.20091691021671518,0.0,0.0240830897832848,0.0
10044,6,TRSKA Peter,D,0,0,0,0,2,0,0,0,0,18,svk,svk-sui,2012,0,15.0,1.0,0.15,0.048166179566569586,0.0,0.19816617956656957,0.0
10045,10,HINDOS Matej,F,0,1,1,0,1,0,0,0,0,18,svk,svk-sui,2012,0,15.0,1.0,0.7,0.024083089783284793,0.0,0.7240830897832847,1.0
10046,11,CAJKOVSKY Michal,D,0,0,0,4,3,0,0,0,0,18,svk,svk-sui,2012,0,15.0,1.0,0.22499999999999998,0.048166179566569586,0.0,0.2731661795665696,0.0
10047,16,BENE Matej,F,0,1,1,2,1,1,0,0,0,18,svk,svk-sui,2012,0,15.0,1.0,0.7,0.1365830897832848,0.0,0.8365830897832848,1.0
10048,27,MATOUSEK Tomas,F,1,0,1,0,5,-1,0,0,0,18,svk,svk-sui,2012,0,15.0,1.0,1.125,-0.0884169102167152,0.0,1.0365830897832848,1.5
10049,5,BEZUSKA Peter,D,0,0,0,0,0,0,0,0,0,18,svk,svk-sui,2012,0,15.0,1.0,0.0,0.048166179566569586,0.0,0.048166179566569586,0.0
10050,7,KURALI Mario,D,0,0,0,0,0,0,0,0,0,18,svk,svk-sui,2012,0,15.0,1.0,0.0,0.048166179566569586,0.0,0.048166179566569586,0.0
10051,19,DOLNIK Vladimir,F,0,0,0,2,0,-1,0,0,0,18,svk,svk-sui,2012,0,15.0,1.0,0.0,-0.0884169102167152,0.0,-0.0884169102167152,0.0
10052,20,DALOGA Martin,F,0,1,1,0,2,1,0,0,0,18,svk,svk-sui,2012,0,15.0,1.0,0.775,0.1365830897832848,0.0,0.9115830897832848,1.0
10053,29,DANO Marko,F,0,1,1,0,0,1,0,0,0,18,svk,svk-sui,2012,0,15.0,1.0,0.625,0.1365830897832848,0.0,0.7615830897832848,1.0
10054,1,SIMBOCH Juraj,GK,0,0,0,0,0,0,28,4,24,18,svk,svk-sui,2012,0,60.0,1.0,0.0,0.0,-0.5999999999999996,-0.5999999999999996,0.0
10055,30,RIECICKY Dominik,GK,0,0,0,0,0,0,0,0,0,18,svk,svk-sui,2012,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10056,8,MARTI Christian,D,0,0,0,0,0,-2,0,0,0,18,sui,svk-sui,2012,0,17.142857142857142,1.0,0.0,-0.45923865192392055,0.0,-0.45923865192392055,0.0
10057,12,MARTSCHINI Lino,F,0,0,0,0,2,-1,0,0,0,18,sui,svk-sui,2012,0,15.0,1.0,0.15,-0.11654191021671523,0.0,0.03345808978328477,0.0
10058,13,HOFMANN Gregory,F,0,0,0,2,2,-1,0,0,0,18,sui,svk-sui,2012,0,15.0,1.0,0.15,-0.11654191021671523,0.0,0.03345808978328477,0.0
10059,17,TRUTMANN Dario,D,0,0,0,0,2,-2,0,0,0,18,sui,svk-sui,2012,0,17.142857142857142,1.0,0.15,-0.45923865192392055,0.0,-0.3092386519239205,0.0
10060,24,WALSER Samuel,F,0,0,0,0,4,-1,0,0,0,18,sui,svk-sui,2012,0,15.0,1.0,0.3,-0.11654191021671523,0.0,0.18345808978328476,0.0
10061,5,VERMEILLE Mike,D,0,0,0,0,0,-2,0,0,0,18,sui,svk-sui,2012,0,17.142857142857142,1.0,0.0,-0.45923865192392055,0.0,-0.45923865192392055,0.0
10062,7,SUTTER Dave,D,0,0,0,0,2,-2,0,0,0,18,sui,svk-sui,2012,0,17.142857142857142,1.0,0.15,-0.45923865192392055,0.0,-0.3092386519239205,0.0
10063,10,BERTAGGIA Alessio,F,0,1,1,2,1,-1,0,0,0,18,sui,svk-sui,2012,0,15.0,1.0,0.7,-0.11654191021671523,0.0,0.5834580897832847,1.0
10064,11,HAAS Gaetan,F,0,0,0,2,2,-1,0,0,0,18,sui,svk-sui,2012,0,15.0,1.0,0.15,-0.11654191021671523,0.0,0.03345808978328477,0.0
10065,22,ANDRIGHETTO Sven,F,1,0,1,0,3,-1,0,0,0,18,sui,svk-sui,2012,0,15.0,1.0,0.975,-0.11654191021671523,0.0,0.8584580897832848,1.5
10066,2,HACHLER Cedric,D,0,0,0,0,0,2,0,0,0,18,sui,svk-sui,2012,0,17.142857142857142,1.0,0.0,0.4407613480760794,0.0,0.4407613480760794,0.0
10067,14,KUKAN Dean,D,0,0,0,0,0,2,0,0,0,18,sui,svk-sui,2012,0,17.142857142857142,1.0,0.0,0.4407613480760794,0.0,0.4407613480760794,0.0
10068,19,AMSTUTZ Reto,F,0,0,0,0,0,0,0,0,0,18,sui,svk-sui,2012,0,15.0,1.0,0.0,-0.004041910216715232,0.0,-0.004041910216715232,0.0
10069,23,SCHNEUWLY Cedric,F,0,0,0,0,0,0,0,0,0,18,sui,svk-sui,2012,0,15.0,1.0,0.0,-0.004041910216715232,0.0,-0.004041910216715232,0.0
10070,25,SIMION Dario,F,0,0,0,0,0,0,0,0,0,18,sui,svk-sui,2012,0,15.0,1.0,0.0,-0.004041910216715232,0.0,-0.004041910216715232,0.0
10071,4,BALTISBERGER Phil,D,0,0,0,0,0,0,0,0,0,18,sui,svk-sui,2012,0,17.142857142857142,1.0,0.0,-0.009238651923920529,0.0,-0.009238651923920529,0.0
10072,26,VERMIN Joel,F,2,0,2,0,3,0,0,0,0,18,sui,svk-sui,2012,0,15.0,1.0,1.725,-0.004041910216715232,0.0,1.7209580897832848,3.0
10073,28,BERTSCHY Christoph,F,0,1,1,0,1,0,0,0,0,18,sui,svk-sui,2012,0,15.0,1.0,0.7,-0.004041910216715232,0.0,0.6959580897832848,1.0
10074,29,RICHARD Tanner,F,1,2,3,0,6,0,0,0,0,18,sui,svk-sui,2012,0,15.0,1.0,2.45,-0.004041910216715232,0.0,2.445958089783285,3.5
10075,1,WOLF Tim,GK,0,0,0,0,0,0,3,1,2,18,sui,svk-sui,2012,0,5.806451612903226,1.0,0.0,0.0,-0.55,-0.55,0.0
10076,20,MEILI Lukas,GK,0,0,0,0,0,0,28,5,23,18,sui,svk-sui,2012,0,54.193548387096776,1.0,0.0,0.0,-1.4499999999999997,-1.4499999999999997,0.0
10077,6,HARRINGTON Scott,D,0,0,0,0,0,0,0,0,0,19,can,can-usa,2012,0,17.142857142857142,1.0,0.0,-0.030667223352491883,0.0,-0.030667223352491883,0.0
10078,13,HAMILTON Freddie,F,0,0,0,0,2,1,0,0,0,19,can,can-usa,2012,0,15.0,1.0,0.15,0.0990830897832848,0.0,0.2490830897832848,0.0
10079,14,CONNOLLY Brett,F,1,0,1,0,2,1,0,0,0,19,can,can-usa,2012,1,15.0,1.0,0.9,0.0990830897832848,0.0,0.9990830897832849,4.5
10080,21,HOWDEN Quinton,F,0,0,0,2,1,1,0,0,0,19,can,can-usa,2012,0,15.0,1.0,0.075,0.0990830897832848,0.0,0.1740830897832848,0.0
10081,27,MURRAY Ryan,D,0,0,0,0,1,-1,0,0,0,19,can,can-usa,2012,0,17.142857142857142,1.0,0.075,-0.25566722335249187,0.0,-0.18066722335249186,0.0
10082,3,GORMLEY Brandon,D,0,0,0,2,0,-1,0,0,0,19,can,can-usa,2012,0,17.142857142857142,1.0,0.0,-0.25566722335249187,0.0,-0.25566722335249187,0.0
10083,4,HAMILTON Dougie,D,0,1,1,4,1,0,0,0,0,19,can,can-usa,2012,0,17.142857142857142,1.0,0.7,-0.030667223352491883,0.0,0.6693327766475081,1.0
10084,11,HUBERDEAU Jonathan,F,0,1,1,0,4,0,0,0,0,19,can,can-usa,2012,0,15.0,1.0,0.925,-0.013416910216715199,0.0,0.9115830897832848,1.0
10085,16,STONE Mark,F,1,1,2,0,3,1,0,0,0,19,can,can-usa,2012,0,15.0,1.0,1.6,0.0990830897832848,0.0,1.699083089783285,2.5
10086,18,STROME Ryan,F,0,1,1,2,2,0,0,0,0,19,can,can-usa,2012,0,15.0,1.0,0.775,-0.013416910216715199,0.0,0.7615830897832848,1.0
10087,2,OLEKSIAK Jamie,D,0,0,0,0,1,0,0,0,0,19,can,can-usa,2012,0,17.142857142857142,1.0,0.075,-0.030667223352491883,0.0,0.044332776647508114,0.0
10088,5,PYSYK Mark,D,0,0,0,0,0,2,0,0,0,19,can,can-usa,2012,0,17.142857142857142,1.0,0.0,0.41933277664750807,0.0,0.41933277664750807,0.0
10089,10,BOURNIVAL Michael,F,0,0,0,0,2,-1,0,0,0,19,can,can-usa,2012,0,15.0,1.0,0.15,-0.1259169102167152,0.0,0.0240830897832848,0.0
10090,15,PEARSON Tanner,F,0,0,0,0,3,-2,0,0,0,19,can,can-usa,2012,0,15.0,1.0,0.22499999999999998,-0.2384169102167152,0.0,-0.013416910216715233,0.0
10091,20,JENNER Boone,F,0,0,0,2,1,-1,0,0,0,19,can,can-usa,2012,0,15.0,1.0,0.075,-0.1259169102167152,0.0,-0.0509169102167152,0.0
10092,8,SCHWARTZ Jaden,F,1,0,1,0,2,0,0,0,0,19,can,can-usa,2012,0,15.0,1.0,0.9,-0.013416910216715199,0.0,0.8865830897832848,1.5
10093,12,GALLAGHER Brendan,F,0,0,0,0,7,0,0,0,0,19,can,can-usa,2012,0,15.0,1.0,0.525,-0.013416910216715199,0.0,0.5115830897832848,0.0
10094,19,SCHEIFELE Mark,F,0,0,0,0,2,0,0,0,0,19,can,can-usa,2012,0,15.0,1.0,0.15,-0.013416910216715199,0.0,0.1365830897832848,0.0
10095,28,BEAULIEU Nathan,D,0,0,0,0,1,0,0,0,0,19,can,can-usa,2012,0,17.142857142857142,1.0,0.075,-0.030667223352491883,0.0,0.044332776647508114,0.0
10096,29,VISENTIN Mark,GK,0,0,0,0,0,0,0,0,0,19,can,can-usa,2012,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10097,30,WEDGEWOOD Scott,GK,0,0,0,0,0,0,32,2,30,19,can,can-usa,2012,0,60.0,1.0,0.0,0.0,1.5,1.5,0.0
10098,2,CZARNIK Austin,F,0,0,0,0,1,1,0,0,0,19,usa,can-usa,2012,0,13.846153846153847,1.0,0.075,0.07415362133841671,0.0,0.1491536213384167,0.0
10099,14,ARNOLD Bill,F,0,1,1,2,3,1,0,0,0,19,usa,can-usa,2012,0,13.846153846153847,1.0,0.85,0.07415362133841671,0.0,0.9241536213384167,1.0
10100,15,MERRILL Jon,D,0,0,0,0,1,1,0,0,0,19,usa,can-usa,2012,0,20.0,1.0,0.075,0.11422157275542606,0.0,0.18922157275542606,0.0
10101,16,ZUCKER Jason,F,1,0,1,0,6,1,0,0,0,19,usa,can-usa,2012,0,13.846153846153847,1.0,1.2,0.07415362133841671,0.0,1.2741536213384166,1.5
10102,24,TINORDI Jarred,D,0,0,0,2,2,2,0,0,0,19,usa,can-usa,2012,0,20.0,1.0,0.15,0.3392215727554261,0.0,0.4892215727554261,0.0
10103,5,CLENDENING Adam,D,0,0,0,2,2,-1,0,0,0,19,usa,can-usa,2012,0,20.0,1.0,0.15,-0.3357784272445739,0.0,-0.1857784272445739,0.0
10104,20,RAU Kyle,F,0,0,0,2,2,-1,0,0,0,19,usa,can-usa,2012,0,13.846153846153847,1.0,0.15,-0.1508463786615833,0.0,-0.0008463786615832969,0.0
10105,21,ARCHIBALD Josh,F,0,0,0,0,0,-2,0,0,0,19,usa,can-usa,2012,0,13.846153846153847,1.0,0.0,-0.2633463786615833,0.0,-0.2633463786615833,0.0
10106,27,BJUGSTAD Nick,F,0,0,0,0,1,-2,0,0,0,19,usa,can-usa,2012,0,13.846153846153847,1.0,0.075,-0.2633463786615833,0.0,-0.18834637866158327,0.0
10107,28,JOHNS Stephen,D,0,0,0,0,1,0,0,0,0,19,usa,can-usa,2012,0,20.0,1.0,0.075,-0.11077842724457393,0.0,-0.03577842724457393,0.0
10108,3,COYLE Charlie,F,1,0,1,0,2,0,0,0,0,19,usa,can-usa,2012,0,13.846153846153847,1.0,0.9,-0.03834637866158329,0.0,0.8616536213384167,1.5
10109,8,TROUBA Jacob,D,0,0,0,0,0,-1,0,0,0,19,usa,can-usa,2012,0,20.0,1.0,0.0,-0.3357784272445739,0.0,-0.3357784272445739,0.0
10110,10,ETEM Emerson,F,0,1,1,2,5,1,0,0,0,19,usa,can-usa,2012,0,13.846153846153847,1.0,1.0,0.07415362133841671,0.0,1.0741536213384166,1.0
10111,11,MILLER JT,F,0,1,1,0,3,1,0,0,0,19,usa,can-usa,2012,0,13.846153846153847,1.0,0.85,0.07415362133841671,0.0,0.9241536213384167,1.0
10112,12,GRAVEL Kevin,D,0,0,0,0,0,0,0,0,0,19,usa,can-usa,2012,0,20.0,1.0,0.0,-0.11077842724457393,0.0,-0.11077842724457393,0.0
10113,19,TYNAN TJ,F,0,0,0,0,0,0,0,0,0,19,usa,can-usa,2012,0,13.846153846153847,1.0,0.0,-0.03834637866158329,0.0,-0.03834637866158329,0.0
10114,22,SAAD Brandon,F,0,0,0,0,3,0,0,0,0,19,usa,can-usa,2012,0,13.846153846153847,1.0,0.22499999999999998,-0.03834637866158329,0.0,0.18665362133841668,0.0
10115,23,BRICKLEY Connor,F,0,0,0,0,0,-1,0,0,0,19,usa,can-usa,2012,0,13.846153846153847,1.0,0.0,-0.1508463786615833,0.0,-0.1508463786615833,0.0
10116,26,WATSON Austin,F,0,0,0,0,0,0,0,0,0,19,usa,can-usa,2012,0,13.846153846153847,1.0,0.0,-0.03834637866158329,0.0,-0.03834637866158329,0.0
10117,1,CAMPBELL Jack,GK,0,0,0,0,0,0,35,3,32,19,usa,can-usa,2012,0,60.0,1.0,0.0,0.0,0.9500000000000002,0.9500000000000002,0.0
10118,35,GIBSON John,GK,0,0,0,0,0,0,0,0,0,19,usa,can-usa,2012,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10119,3,SERGEYEV Artyom,D,0,0,0,2,0,0,0,0,0,20,rus,rus-swe,2012,0,15.0,1.0,0.0,-0.45808382043343043,0.0,-0.45808382043343043,0.0
10120,14,APALKOV Danil,F,0,1,1,0,1,1,0,0,0,20,rus,rus-swe,2012,0,16.363636363636363,1.0,0.7,-0.1373639020545984,0.0,0.5626360979454016,1.0
10121,18,KOSOV Yaroslav,F,1,0,1,0,1,0,0,0,0,20,rus,rus-swe,2012,0,16.363636363636363,1.0,0.825,-0.24986390205459838,0.0,0.5751360979454015,1.5
10122,22,BARBASHEV Sergei,F,0,1,1,0,1,1,0,0,0,20,rus,rus-swe,2012,0,16.363636363636363,1.0,0.7,-0.1373639020545984,0.0,0.5626360979454016,1.0
10123,24,ARZAMASTSEV Zakhar,D,0,0,0,2,0,0,0,0,0,20,rus,rus-swe,2012,0,15.0,1.0,0.0,-0.45808382043343043,0.0,-0.45808382043343043,0.0
10124,4,ANTIPIN Viktor,D,0,0,0,0,1,0,0,0,0,20,rus,rus-swe,2012,0,15.0,1.0,0.075,-0.45808382043343043,0.0,-0.3830838204334304,0.0
10125,7,OZHIGANOV Igor,D,0,0,0,0,2,0,0,0,0,20,rus,rus-swe,2012,0,15.0,1.0,0.15,-0.45808382043343043,0.0,-0.3080838204334304,0.0
10126,10,YAKUPOV Nail,F,0,1,1,2,2,-1,0,0,0,20,rus,rus-swe,2012,0,16.363636363636363,1.0,0.775,-0.3623639020545984,0.0,0.4126360979454016,1.0
10127,19,KHOKHLACHEV Alexander,F,0,0,0,2,1,0,0,0,0,20,rus,rus-swe,2012,0,16.363636363636363,1.0,0.075,-0.24986390205459838,0.0,-0.1748639020545984,0.0
10128,23,TELEGIN Ivan,F,1,0,1,0,1,-1,0,0,0,20,rus,rus-swe,2012,0,16.363636363636363,1.0,0.825,-0.3623639020545984,0.0,0.46263609794540156,1.5
10129,8,GUSEV Nikita,F,0,0,0,0,4,0,0,0,0,20,rus,rus-swe,2012,0,16.363636363636363,1.0,0.3,-0.24986390205459838,0.0,0.05013609794540161,0.0
10130,9,KUCHEROV Nikita,F,0,0,0,0,2,-1,0,0,0,20,rus,rus-swe,2012,0,16.363636363636363,1.0,0.15,-0.3623639020545984,0.0,-0.2123639020545984,0.0
10131,12,ZHELDAKOV Grigori,D,0,0,0,0,1,-1,0,0,0,20,rus,rus-swe,2012,0,15.0,1.0,0.075,-0.6830838204334304,0.0,-0.6080838204334305,0.0
10132,25,KUZNETSOV Yevgeni,F,0,0,0,2,5,-2,0,0,0,20,rus,rus-swe,2012,0,16.363636363636363,1.0,0.375,-0.47486390205459833,0.0,-0.09986390205459833,0.0
10133,29,NESTEROV Nikita,D,0,0,0,2,1,-1,0,0,0,20,rus,rus-swe,2012,0,15.0,1.0,0.075,-0.6830838204334304,0.0,-0.6080838204334305,0.0
10134,6,NAUMENKOV Mikhail,D,0,0,0,2,0,0,0,0,0,20,rus,rus-swe,2012,0,15.0,1.0,0.0,-0.45808382043343043,0.0,-0.45808382043343043,0.0
10135,15,KULIKOV Pavel,F,0,0,0,0,1,0,0,0,0,20,rus,rus-swe,2012,0,16.363636363636363,1.0,0.075,-0.24986390205459838,0.0,-0.1748639020545984,0.0
10136,16,ZEMCHENKO Ignat,F,1,0,1,0,1,0,0,0,0,20,rus,rus-swe,2012,0,16.363636363636363,1.0,0.825,-0.24986390205459838,0.0,0.5751360979454015,1.5
10137,26,ISANGULOV Ildar,D,0,0,0,0,1,0,0,0,0,20,rus,rus-swe,2012,0,15.0,1.0,0.075,-0.45808382043343043,0.0,-0.3830838204334304,0.0
10138,20,MAKAROV Andrei,GK,0,0,0,0,0,0,0,0,0,20,rus,rus-swe,2012,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10139,30,VASILEVSKI Andrei,GK,0,0,0,0,0,0,55,4,51,20,rus,rus-swe,2012,0,60.0,1.0,0.0,0.0,2.1000000000000005,2.1000000000000005,0.0
10140,6,KLEFBOM Oscar,D,1,0,1,0,4,2,0,0,0,20,swe,rus-swe,2012,0,17.142857142857142,1.0,1.05,0.5479042052189367,0.0,1.5979042052189367,1.5
10141,10,LARSSON Johan,F,0,2,2,0,1,-1,0,0,0,20,swe,rus-swe,2012,0,13.846153846153847,1.0,1.325,-0.07296176327696788,0.0,1.252038236723032,2.0
10142,13,SUNDSTROM Johan,F,0,0,0,0,6,0,0,0,0,20,swe,rus-swe,2012,0,13.846153846153847,1.0,0.44999999999999996,0.03953823672303212,0.0,0.4895382367230321,0.0
10143,14,FRIBERG Max,F,1,1,2,0,5,1,0,0,0,20,swe,rus-swe,2012,0,13.846153846153847,1.0,1.75,0.15203823672303213,0.0,1.9020382367230322,2.5
10144,25,BRODIN Jonas,D,0,1,1,0,2,2,0,0,0,20,swe,rus-swe,2012,0,17.142857142857142,1.0,0.775,0.5479042052189367,0.0,1.3229042052189368,1.0
10145,7,CLAESSON Fredrik,D,0,0,0,0,0,-1,0,0,0,20,swe,rus-swe,2012,0,17.142857142857142,1.0,0.0,-0.1270957947810633,0.0,-0.1270957947810633,0.0
10146,9,KLINGBERG John,D,0,0,0,0,1,-2,0,0,0,20,swe,rus-swe,2012,0,17.142857142857142,1.0,0.075,-0.3520957947810633,0.0,-0.2770957947810633,0.0
10147,17,KARLSSON William,F,0,0,0,0,4,0,0,0,0,20,swe,rus-swe,2012,0,13.846153846153847,1.0,0.3,0.03953823672303212,0.0,0.3395382367230321,0.0
10148,20,ZIBANEJAD Mika,F,0,0,0,0,4,2,0,0,0,20,swe,rus-swe,2012,0,13.846153846153847,1.0,0.3,0.2645382367230321,0.0,0.564538236723032,0.0
10149,24,RAKELL Rickard,F,1,0,1,0,5,2,0,0,0,20,swe,rus-swe,2012,0,13.846153846153847,1.0,1.125,0.2645382367230321,0.0,1.3895382367230322,1.5
10150,8,GRANBERG Petter,D,0,0,0,0,1,-1,0,0,0,20,swe,rus-swe,2012,0,17.142857142857142,1.0,0.075,-0.1270957947810633,0.0,-0.05209579478106331,0.0
10151,12,NEMETH Patrik,D,0,2,2,0,1,1,0,0,0,20,swe,rus-swe,2012,0,17.142857142857142,1.0,1.325,0.32290420521893665,0.0,1.6479042052189365,2.0
10152,15,COLLBERG Sebastian,F,0,0,0,0,1,-1,0,0,0,20,swe,rus-swe,2012,0,13.846153846153847,1.0,0.075,-0.07296176327696788,0.0,0.002038236723032119,0.0
10153,16,FORSBERG Filip,F,0,0,0,0,3,-2,0,0,0,20,swe,rus-swe,2012,0,13.846153846153847,1.0,0.22499999999999998,-0.18546176327696787,0.0,0.03953823672303211,0.0
10154,18,RASK Victor,F,0,0,0,4,2,-1,0,0,0,20,swe,rus-swe,2012,0,13.846153846153847,1.0,0.15,-0.07296176327696788,0.0,0.07703823672303212,0.0
10155,5,BACKMAN Mattias,D,0,0,0,0,6,1,0,0,0,20,swe,rus-swe,2012,0,17.142857142857142,1.0,0.44999999999999996,0.32290420521893665,0.0,0.7729042052189365,0.0
10156,11,BOYCE ROTEVALL Jeremy,F,0,0,0,0,1,0,0,0,0,20,swe,rus-swe,2012,0,13.846153846153847,1.0,0.075,0.03953823672303212,0.0,0.11453823672303212,0.0
10157,19,NORDSTROM Joakim,F,1,1,2,0,4,2,0,0,0,20,swe,rus-swe,2012,1,13.846153846153847,1.0,1.675,0.2645382367230321,0.0,1.939538236723032,5.5
10158,23,RENSFELDT Ludvig,F,0,0,0,0,3,0,0,0,0,20,swe,rus-swe,2012,0,13.846153846153847,1.0,0.22499999999999998,0.03953823672303212,0.0,0.2645382367230321,0.0
10159,28,THORELL Erik,F,0,0,0,0,1,1,0,0,0,20,swe,rus-swe,2012,0,13.846153846153847,1.0,0.075,0.15203823672303213,0.0,0.22703823672303214,0.0
10160,1,FORSBERG Anton,GK,0,0,0,0,0,0,0,0,0,20,swe,rus-swe,2012,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10161,30,GUSTAFSSON Johan,GK,0,0,0,0,0,0,26,3,23,20,swe,rus-swe,2012,0,60.0,1.0,0.0,0.0,0.050000000000000266,0.050000000000000266,0.0
10162,8,MARTI Christian,D,0,0,0,0,0,1,0,0,0,21,sui,sui-den,2012,0,17.142857142857142,1.0,0.0,0.13004706236179375,0.0,0.13004706236179375,0.0
10163,13,HOFMANN Gregory,F,1,0,1,0,2,0,0,0,0,21,sui,sui-den,2012,0,15.0,1.0,0.9,-0.04154191021671523,0.0,0.8584580897832848,1.5
10164,17,TRUTMANN Dario,D,0,1,1,2,3,0,0,0,0,21,sui,sui-den,2012,0,17.142857142857142,1.0,0.85,-0.09495293763820623,0.0,0.7550470623617938,1.0
10165,24,WALSER Samuel,F,0,0,0,4,1,0,0,0,0,21,sui,sui-den,2012,0,15.0,1.0,0.075,-0.04154191021671523,0.0,0.03345808978328477,0.0
10166,25,SIMION Dario,F,0,0,0,2,0,0,0,0,0,21,sui,sui-den,2012,0,15.0,1.0,0.0,-0.04154191021671523,0.0,-0.04154191021671523,0.0
10167,2,HACHLER Cedric,D,0,0,0,0,4,0,0,0,0,21,sui,sui-den,2012,0,17.142857142857142,1.0,0.3,-0.09495293763820623,0.0,0.20504706236179376,0.0
10168,14,KUKAN Dean,D,0,0,0,0,4,0,0,0,0,21,sui,sui-den,2012,0,17.142857142857142,1.0,0.3,-0.09495293763820623,0.0,0.20504706236179376,0.0
10169,26,VERMIN Joel,F,0,0,0,0,1,-1,0,0,0,21,sui,sui-den,2012,0,15.0,1.0,0.075,-0.1540419102167152,0.0,-0.07904191021671521,0.0
10170,28,BERTSCHY Christoph,F,0,0,0,0,1,-1,0,0,0,21,sui,sui-den,2012,0,15.0,1.0,0.075,-0.1540419102167152,0.0,-0.07904191021671521,0.0
10171,29,RICHARD Tanner,F,1,0,1,2,4,0,0,0,0,21,sui,sui-den,2012,1,15.0,1.0,1.05,-0.04154191021671523,0.0,1.0084580897832849,4.5
10172,5,VERMEILLE Mike,D,0,0,0,2,2,1,0,0,0,21,sui,sui-den,2012,0,17.142857142857142,1.0,0.15,0.13004706236179375,0.0,0.2800470623617938,0.0
10173,7,SUTTER Dave,D,0,0,0,0,1,1,0,0,0,21,sui,sui-den,2012,0,17.142857142857142,1.0,0.075,0.13004706236179375,0.0,0.20504706236179376,0.0
