,j#,name,pos,g,a,p,pim,ts,+/-,sog,ga,svs,game_id,team,matchup,year,gwg,minutes,gp,OGS,DGS,GGS,GS,FP
1254,16,KREJCI David,F,0,0,0,2,1,0,0,0,0,30,cze,cze-usa,2005,0,15.0,1.0,0.075,-0.04154191021671523,0.0,0.03345808978328477,0.0
1255,21,GULASI Michal,D,0,0,0,0,2,0,0,0,0,30,cze,cze-usa,2005,0,17.142857142857142,1.0,0.15,-0.09495293763820623,0.0,0.05504706236179377,0.0
1256,3,LOJEK Martin,D,0,0,0,0,0,0,0,0,0,30,cze,cze-usa,2005,0,17.142857142857142,1.0,0.0,-0.09495293763820623,0.0,-0.09495293763820623,0.0
1257,22,KASPAR Lukas,F,0,0,0,0,2,0,0,0,0,30,cze,cze-usa,2005,0,15.0,1.0,0.15,-0.04154191021671523,0.0,0.10845808978328476,0.0
1258,28,PETRUZALEK Jakub,F,0,0,0,2,4,0,0,0,0,30,cze,cze-usa,2005,0,15.0,1.0,0.3,-0.04154191021671523,0.0,0.2584580897832848,0.0
1259,29,CERVENKA Roman,F,0,0,0,2,1,0,0,0,0,30,cze,cze-usa,2005,0,15.0,1.0,0.075,-0.04154191021671523,0.0,0.03345808978328477,0.0
1260,30,SCHWARZ Marek,GK,0,0,0,0,0,0,35,2,33,30,cze,cze-usa,2005,0,60.0,1.0,0.0,0.0,1.8000000000000003,1.8000000000000003,0.0
1261,2,KOUTSKY Vladislav,GK,0,0,0,0,0,0,0,0,0,30,cze,cze-usa,2005,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1262,5,LIKENS Jeff,D,0,0,0,0,2,-2,0,0,0,30,usa,cze-usa,2005,0,17.142857142857142,1.0,0.15,-0.5878100804953491,0.0,-0.4378100804953491,0.0
1263,7,SUTER Ryan,D,0,1,1,0,0,0,0,0,0,30,usa,cze-usa,2005,0,17.142857142857142,1.0,0.625,-0.13781008049534907,0.0,0.48718991950465096,1.0
1264,9,FRITSCHE Dan,F,0,0,0,0,1,-1,0,0,0,30,usa,cze-usa,2005,0,15.0,1.0,0.075,-0.17279191021671522,0.0,-0.09779191021671522,0.0
1265,17,SCHREMP Robbie,F,0,0,0,0,2,0,0,0,0,30,usa,cze-usa,2005,0,15.0,1.0,0.15,-0.06029191021671522,0.0,0.08970808978328478,0.0
1266,19,STAFFORD Drew,F,1,0,1,0,3,-1,0,0,0,30,usa,cze-usa,2005,0,15.0,1.0,0.975,-0.17279191021671522,0.0,0.8022080897832847,1.5
1267,12,O'SULLIVAN Patrick,F,0,1,1,0,7,0,0,0,0,30,usa,cze-usa,2005,0,15.0,1.0,1.15,-0.06029191021671522,0.0,1.0897080897832847,1.0
1268,15,WELLER Shawn,F,0,0,0,2,3,-2,0,0,0,30,usa,cze-usa,2005,0,15.0,1.0,0.22499999999999998,-0.2852919102167152,0.0,-0.060291910216715205,0.0
1269,18,HAGEMO Nathan,D,0,0,0,2,1,0,0,0,0,30,usa,cze-usa,2005,0,17.142857142857142,1.0,0.075,-0.13781008049534907,0.0,-0.06281008049534907,0.0
1270,22,HUNWICK Matt,D,0,1,1,0,0,-1,0,0,0,30,usa,cze-usa,2005,0,17.142857142857142,1.0,0.625,-0.362810080495349,0.0,0.262189919504651,1.0
1271,26,KESSEL Phil,F,0,0,0,2,3,0,0,0,0,30,usa,cze-usa,2005,0,15.0,1.0,0.22499999999999998,-0.06029191021671522,0.0,0.16470808978328477,0.0
1272,6,BORER Casey,D,0,0,0,2,2,-1,0,0,0,30,usa,cze-usa,2005,0,17.142857142857142,1.0,0.15,-0.362810080495349,0.0,-0.21281008049534902,0.0
1273,10,GOLIGOSKI Alex,D,0,0,0,0,0,0,0,0,0,30,usa,cze-usa,2005,0,17.142857142857142,1.0,0.0,-0.13781008049534907,0.0,-0.13781008049534907,0.0
1274,16,DOWELL Jacob,F,0,0,0,0,1,0,0,0,0,30,usa,cze-usa,2005,0,15.0,1.0,0.075,-0.06029191021671522,0.0,0.014708089783284778,0.0
1275,21,PORTER Kevin,F,1,0,1,6,4,0,0,0,0,30,usa,cze-usa,2005,0,15.0,1.0,1.05,-0.06029191021671522,0.0,0.9897080897832848,1.5
1276,24,CALLAHAN Ryan,F,0,0,0,0,4,0,0,0,0,30,usa,cze-usa,2005,0,15.0,1.0,0.3,-0.06029191021671522,0.0,0.23970808978328478,0.0
1277,2,LEE Brian,D,0,0,0,0,0,0,0,0,0,30,usa,cze-usa,2005,0,17.142857142857142,1.0,0.0,-0.13781008049534907,0.0,-0.13781008049534907,0.0
1278,8,PINEAULT Adam,F,0,0,0,0,0,-1,0,0,0,30,usa,cze-usa,2005,0,15.0,1.0,0.0,-0.17279191021671522,0.0,-0.17279191021671522,0.0
1279,11,HENSICK Tim,F,0,1,1,0,2,-1,0,0,0,30,usa,cze-usa,2005,0,15.0,1.0,0.775,-0.17279191021671522,0.0,0.6022080897832848,1.0
1280,13,BROWN Mike,F,0,0,0,0,0,0,0,0,0,30,usa,cze-usa,2005,0,15.0,1.0,0.0,-0.06029191021671522,0.0,-0.06029191021671522,0.0
1281,29,MONTOYA Al,GK,0,0,0,0,0,0,37,3,34,30,usa,cze-usa,2005,0,60.0,1.0,0.0,0.0,1.1500000000000004,1.1500000000000004,0.0
1282,1,SCHNEIDER Cory,GK,0,0,0,0,0,0,0,0,0,30,usa,cze-usa,2005,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1283,3,PHANEUF Dion,D,1,0,1,0,3,0,0,0,0,31,can,can-rus,2005,0,20.0,1.0,0.975,0.28922157275542615,0.0,1.2642215727554262,1.5
1284,6,WEBER Shea,D,0,0,0,2,1,0,0,0,0,31,can,can-rus,2005,0,20.0,1.0,0.075,0.28922157275542615,0.0,0.36422157275542616,0.0
1285,9,CROSBY Sidney,F,0,1,1,0,2,0,0,0,0,31,can,can-rus,2005,0,15.0,1.0,0.775,0.1084580897832848,0.0,0.8834580897832849,1.0
1286,24,PERRY Corey,F,0,1,1,2,0,0,0,0,0,31,can,can-rus,2005,0,15.0,1.0,0.625,0.1084580897832848,0.0,0.7334580897832848,1.0
1287,37,BERGERON Patrice,F,1,1,2,0,5,0,0,0,0,31,can,can-rus,2005,0,15.0,1.0,1.75,0.1084580897832848,0.0,1.8584580897832848,2.5
1288,4,BELLE Shawn,D,0,0,0,0,0,3,0,0,0,31,can,can-rus,2005,0,20.0,1.0,0.0,0.9642215727554261,0.0,0.9642215727554261,0.0
1289,12,STEWART Anthony,F,1,0,1,0,1,1,0,0,0,31,can,can-rus,2005,0,15.0,1.0,0.825,0.22095808978328482,0.0,1.0459580897832848,1.5
1290,18,RICHARDS Mike,F,0,1,1,0,0,1,0,0,0,31,can,can-rus,2005,0,15.0,1.0,0.625,0.22095808978328482,0.0,0.8459580897832848,1.0
1291,27,DAWES Nigel,F,0,1,1,0,5,1,0,0,0,31,can,can-rus,2005,0,15.0,1.0,1.0,0.22095808978328482,0.0,1.2209580897832848,1.0
1292,29,COBURN Braydon,D,0,1,1,4,2,3,0,0,0,31,can,can-rus,2005,0,20.0,1.0,0.775,0.9642215727554261,0.0,1.739221572755426,1.0
1293,2,SEABROOK Brent,D,0,0,0,0,1,0,0,0,0,31,can,can-rus,2005,0,20.0,1.0,0.075,0.28922157275542615,0.0,0.36422157275542616,0.0
1294,11,FRASER Colin,F,0,0,0,0,0,0,0,0,0,31,can,can-rus,2005,0,15.0,1.0,0.0,0.1084580897832848,0.0,0.1084580897832848,0.0
1295,14,DIXON Stephen,F,0,0,0,0,0,0,0,0,0,31,can,can-rus,2005,0,15.0,1.0,0.0,0.1084580897832848,0.0,0.1084580897832848,0.0
1296,17,MACARTHUR Clarke,F,0,0,0,2,1,0,0,0,0,31,can,can-rus,2005,0,15.0,1.0,0.075,0.1084580897832848,0.0,0.18345808978328482,0.0
1297,20,SYVRET Danny,D,1,0,1,0,1,2,0,0,0,31,can,can-rus,2005,1,20.0,1.0,0.825,0.7392215727554261,0.0,1.564221572755426,4.5
1298,7,CARTER Jeff,F,1,2,3,2,6,2,0,0,0,31,can,can-rus,2005,0,15.0,1.0,2.45,0.3334580897832848,0.0,2.783458089783285,3.5
1299,15,GETZLAF Ryan,F,1,2,3,0,2,2,0,0,0,31,can,can-rus,2005,0,15.0,1.0,2.15,0.3334580897832848,0.0,2.4834580897832845,3.5
1300,19,LADD Andrew,F,0,2,2,2,2,2,0,0,0,31,can,can-rus,2005,0,15.0,1.0,1.4,0.3334580897832848,0.0,1.7334580897832848,2.0
1301,33,GLASS Jeff,GK,0,0,0,0,0,0,19,1,18,31,can,can-rus,2005,0,60.0,1.0,0.0,0.0,1.05,1.05,0.0
1302,35,BEAUCHEMIN Rejean,GK,0,0,0,0,0,0,0,0,0,31,can,can-rus,2005,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1303,6,VOROBIEV Dimitri,D,0,0,0,25,1,-1,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.075,-0.2518338204334304,0.0,-0.17683382043343038,0.0
1304,8,OVECHKIN Alexander,F,0,0,0,0,1,0,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.075,-0.013416910216715199,0.0,0.0615830897832848,0.0
1305,12,PESTUNOV Dmitri,F,0,0,0,0,3,0,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.22499999999999998,-0.013416910216715199,0.0,0.21158308978328477,0.0
1306,24,EZHOV Denis,D,0,0,0,0,0,-1,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.0,-0.2518338204334304,0.0,-0.2518338204334304,0.0
1307,26,LISIN Enver,F,0,0,0,0,1,0,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.075,-0.013416910216715199,0.0,0.0615830897832848,0.0
1308,7,RYLOV Yakov,D,0,0,0,0,1,-1,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.075,-0.2518338204334304,0.0,-0.17683382043343038,0.0
1309,14,MEGALINSKI Dmitri,D,0,0,0,0,1,-1,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.075,-0.2518338204334304,0.0,-0.17683382043343038,0.0
1310,17,MALKIN Evgeni,F,0,0,0,2,4,-3,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.3,-0.3509169102167151,0.0,-0.05091691021671513,0.0
1311,22,RADOULOV Alexander,F,0,0,0,0,1,-3,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.075,-0.3509169102167151,0.0,-0.2759169102167151,0.0
1312,29,SHIROKOV Sergei,F,0,0,0,0,2,-2,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.15,-0.2384169102167152,0.0,-0.08841691021671522,0.0
1313,5,PANIN Grigori,D,0,0,0,0,1,-1,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.075,-0.2518338204334304,0.0,-0.17683382043343038,0.0
1314,11,GALIMOV Alexander,F,0,1,1,0,1,0,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.7,-0.013416910216715199,0.0,0.6865830897832848,1.0
1315,19,SHAFIGULIN Grigori,F,0,1,1,2,0,-1,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.625,-0.1259169102167152,0.0,0.4990830897832848,1.0
1316,20,EMELIN Alexei,D,1,0,1,2,1,-1,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.825,-0.2518338204334304,0.0,0.5731661795665696,1.5
1317,21,NIKULIN Alexander,F,0,0,0,0,0,0,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.0,-0.013416910216715199,0.0,-0.013416910216715199,0.0
1318,3,BELOV Anton,D,0,0,0,0,0,0,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.0,-0.026833820433430397,0.0,-0.026833820433430397,0.0
1319,15,MISHARIN Georgi,D,0,0,0,0,0,0,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.0,-0.026833820433430397,0.0,-0.026833820433430397,0.0
1320,23,YUNKOV Mikhail,F,0,0,0,0,0,0,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.0,-0.013416910216715199,0.0,-0.013416910216715199,0.0
1321,25,VOLOSHENKO Roman,F,0,0,0,0,1,0,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.075,-0.013416910216715199,0.0,0.0615830897832848,0.0
1322,27,PARSHIN Denis,F,0,0,0,2,0,0,0,0,0,31,rus,can-rus,2005,0,15.0,1.0,0.0,-0.013416910216715199,0.0,-0.013416910216715199,0.0
1323,1,KUZNETSOV Andrei,GK,0,0,0,0,0,0,10,3,7,31,rus,can-rus,2005,0,18.75,1.0,0.0,0.0,-1.5499999999999998,-1.5499999999999998,0.0
1324,30,KHUDOBIN Anton,GK,0,0,0,0,0,0,22,3,19,31,rus,can-rus,2005,0,41.25,1.0,0.0,0.0,-0.34999999999999987,-0.34999999999999987,0.0
1325,2,KOISTINEN Matti,D,0,0,0,0,0,0,0,0,0,1,fin,fin-can,2006,0,17.142857142857142,1.0,0.0,-0.009238651923920529,0.0,-0.009238651923920529,0.0
1326,7,LEPPANEN Erkka,D,0,0,0,0,0,0,0,0,0,1,fin,fin-can,2006,0,17.142857142857142,1.0,0.0,-0.009238651923920529,0.0,-0.009238651923920529,0.0
1327,11,KOLEHMAINEN Janne,F,0,0,0,2,2,0,0,0,0,1,fin,fin-can,2006,0,13.846153846153847,1.0,0.15,-0.003730994046198676,0.0,0.14626900595380132,0.0
1328,13,WIRTANEN Petteri,F,0,0,0,0,1,-1,0,0,0,1,fin,fin-can,2006,0,13.846153846153847,1.0,0.075,-0.11623099404619869,0.0,-0.04123099404619869,0.0
1329,21,SAILIO Jari,F,0,0,0,2,1,0,0,0,0,1,fin,fin-can,2006,0,13.846153846153847,1.0,0.075,-0.003730994046198676,0.0,0.07126900595380133,0.0
1330,8,JOKINEN Juho,D,0,1,1,0,2,-3,0,0,0,1,fin,fin-can,2006,0,17.142857142857142,1.0,0.775,-0.6842386519239205,0.0,0.0907613480760795,1.0
1331,14,LEINONEN Tommi,D,0,0,0,4,1,-2,0,0,0,1,fin,fin-can,2006,0,17.142857142857142,1.0,0.075,-0.45923865192392055,0.0,-0.38423865192392054,0.0
1332,16,KOMAROV Leo,F,0,0,0,14,2,0,0,0,0,1,fin,fin-can,2006,0,13.846153846153847,1.0,0.15,-0.003730994046198676,0.0,0.14626900595380132,0.0
1333,19,JOENSUU Jesse,F,0,0,0,0,0,-1,0,0,0,1,fin,fin-can,2006,0,13.846153846153847,1.0,0.0,-0.11623099404619869,0.0,-0.11623099404619869,0.0
1334,25,KORPIKOSKI Lauri,F,0,1,1,2,0,-1,0,0,0,1,fin,fin-can,2006,0,13.846153846153847,1.0,0.625,-0.11623099404619869,0.0,0.5087690059538013,1.0
1335,6,SEPPANEN Timo,D,0,0,0,0,2,-1,0,0,0,1,fin,fin-can,2006,0,17.142857142857142,1.0,0.15,-0.23423865192392052,0.0,-0.08423865192392052,0.0
1336,9,TUKONEN Lauri,F,0,0,0,0,1,-1,0,0,0,1,fin,fin-can,2006,0,13.846153846153847,1.0,0.075,-0.11623099404619869,0.0,-0.04123099404619869,0.0
1337,15,LINDGREN Perttu,F,0,0,0,0,1,-1,0,0,0,1,fin,fin-can,2006,0,13.846153846153847,1.0,0.075,-0.11623099404619869,0.0,-0.04123099404619869,0.0
1338,18,SEITSONEN Aki,F,1,0,1,0,2,-1,0,0,0,1,fin,fin-can,2006,0,13.846153846153847,1.0,0.9,-0.11623099404619869,0.0,0.7837690059538014,1.5
1339,28,LAAKSO Teemu,D,0,0,0,4,1,0,0,0,0,1,fin,fin-can,2006,0,17.142857142857142,1.0,0.075,-0.009238651923920529,0.0,0.06576134807607947,0.0
1340,4,KORHONEN Risto,D,0,0,0,0,1,0,0,0,0,1,fin,fin-can,2006,0,17.142857142857142,1.0,0.075,-0.009238651923920529,0.0,0.06576134807607947,0.0
1341,10,ALIKOSKI Mikko,F,0,0,0,0,0,-1,0,0,0,1,fin,fin-can,2006,0,13.846153846153847,1.0,0.0,-0.11623099404619869,0.0,-0.11623099404619869,0.0
1342,23,LEHTONEN Mikko,F,0,0,0,0,0,-1,0,0,0,1,fin,fin-can,2006,0,13.846153846153847,1.0,0.0,-0.11623099404619869,0.0,-0.11623099404619869,0.0
1343,24,SINISALO Tomas,F,0,0,0,0,0,0,0,0,0,1,fin,fin-can,2006,0,13.846153846153847,1.0,0.0,-0.003730994046198676,0.0,-0.003730994046198676,0.0
1344,29,HEINO Henri,F,0,0,0,0,0,-1,0,0,0,1,fin,fin-can,2006,0,13.846153846153847,1.0,0.0,-0.11623099404619869,0.0,-0.11623099404619869,0.0
1345,1,RAMO Karri,GK,0,0,0,0,0,0,0,0,0,1,fin,fin-can,2006,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1346,30,RASK Tuukka,GK,0,0,0,0,0,0,31,5,26,1,fin,fin-can,2006,0,60.0,1.0,0.0,0.0,-1.15,-1.15,0.0
1347,3,STAAL Marc,D,0,0,0,0,0,0,0,0,0,1,can,fin-can,2006,0,17.142857142857142,1.0,0.0,0.29076134807607956,0.0,0.29076134807607956,0.0
1348,4,PARENT Ryan,D,0,0,0,4,1,0,0,0,0,1,can,fin-can,2006,0,17.142857142857142,1.0,0.075,0.29076134807607956,0.0,0.3657613480760796,0.0
1349,21,BLUNDEN Michael,F,0,0,0,2,3,0,0,0,0,1,can,fin-can,2006,0,13.846153846153847,1.0,0.22499999999999998,0.11742285210764752,0.0,0.3424228521076475,0.0
1350,29,TOEWS Jonathan,F,0,0,0,2,1,0,0,0,0,1,can,fin-can,2006,0,13.846153846153847,1.0,0.075,0.11742285210764752,0.0,0.19242285210764754,0.0
1351,37,POULIOT Benoit,F,0,1,1,4,1,0,0,0,0,1,can,fin-can,2006,0,13.846153846153847,1.0,0.7,0.11742285210764752,0.0,0.8174228521076474,1.0
1352,10,RUSSELL Kris,D,0,1,1,0,2,2,0,0,0,1,can,fin-can,2006,0,17.142857142857142,1.0,0.775,0.7407613480760795,0.0,1.5157613480760794,1.0
1353,14,COMEAU Blake,F,1,1,2,0,2,2,0,0,0,1,can,fin-can,2006,1,13.846153846153847,1.0,1.525,0.34242285210764756,0.0,1.8674228521076475,5.5
1354,16,BOYD Dustin,F,2,0,2,0,5,2,0,0,0,1,can,fin-can,2006,0,13.846153846153847,1.0,1.875,0.34242285210764756,0.0,2.2174228521076476,3.0
1355,20,LATENDRESSE Guillaume,F,0,0,0,0,0,0,0,0,0,1,can,fin-can,2006,0,13.846153846153847,1.0,0.0,0.11742285210764752,0.0,0.11742285210764752,0.0
1356,25,BARKER Cameron,D,0,0,0,0,1,2,0,0,0,1,can,fin-can,2006,0,17.142857142857142,1.0,0.075,0.7407613480760795,0.0,0.8157613480760795,0.0
1357,6,BOURDON Luc,D,0,2,2,0,3,1,0,0,0,1,can,fin-can,2006,0,17.142857142857142,1.0,1.475,0.5157613480760795,0.0,1.9907613480760795,2.0
1358,9,COGLIANO Andrew,F,0,2,2,0,4,1,0,0,0,1,can,fin-can,2006,0,13.846153846153847,1.0,1.55,0.2299228521076475,0.0,1.7799228521076476,2.0
1359,12,LETANG Kristopher,D,0,0,0,0,1,1,0,0,0,1,can,fin-can,2006,0,17.142857142857142,1.0,0.075,0.5157613480760795,0.0,0.5907613480760795,0.0
1360,17,CHIPCHURA Kyle,F,1,0,1,0,1,1,0,0,0,1,can,fin-can,2006,0,13.846153846153847,1.0,0.825,0.2299228521076475,0.0,1.0549228521076475,1.5
1361,19,BOLLAND David,F,1,0,1,0,4,1,0,0,0,1,can,fin-can,2006,0,13.846153846153847,1.0,1.05,0.2299228521076475,0.0,1.2799228521076476,1.5
1362,7,DOWNIE Steve,F,0,1,1,2,1,1,0,0,0,1,can,fin-can,2006,0,13.846153846153847,1.0,0.7,0.2299228521076475,0.0,0.9299228521076475,1.0
1363,22,BERTRAM Daniel,F,0,0,0,2,0,0,0,0,0,1,can,fin-can,2006,0,13.846153846153847,1.0,0.0,0.11742285210764752,0.0,0.11742285210764752,0.0
1364,23,OMARRA Ryan,F,0,1,1,2,0,1,0,0,0,1,can,fin-can,2006,0,13.846153846153847,1.0,0.625,0.2299228521076475,0.0,0.8549228521076475,1.0
1365,27,PYATT Tommy,F,0,0,0,0,1,0,0,0,0,1,can,fin-can,2006,0,13.846153846153847,1.0,0.075,0.11742285210764752,0.0,0.19242285210764754,0.0
1366,36,POKULOK Sasha,D,0,0,0,0,0,0,0,0,0,1,can,fin-can,2006,0,17.142857142857142,1.0,0.0,0.29076134807607956,0.0,0.29076134807607956,0.0
1367,30,DUBNYK Devan,GK,0,0,0,0,0,0,0,0,0,1,can,fin-can,2006,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1368,33,POGGE Justin,GK,0,0,0,0,0,0,17,1,16,1,can,fin-can,2006,0,60.0,1.0,0.0,0.0,0.8500000000000001,0.8500000000000001,0.0
1369,2,BARTULIS Oskars,D,0,0,0,0,1,-1,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.075,-0.3830838204334304,0.0,-0.3080838204334304,0.0
1370,9,KARSUMS Martins,F,0,0,0,0,1,-1,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.075,-0.1915419102167152,0.0,-0.11654191021671521,0.0
1371,21,SAULIETIS Kaspars,F,0,0,0,0,2,-1,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.15,-0.1915419102167152,0.0,-0.04154191021671522,0.0
1372,23,GALVINS Guntis,D,0,0,0,0,2,-1,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.15,-0.3830838204334304,0.0,-0.23308382043343043,0.0
1373,28,KLUJEVSKIS Jurijs,F,0,0,0,0,3,-1,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.22499999999999998,-0.1915419102167152,0.0,0.03345808978328477,0.0
1374,8,DEMITERS Renars,D,0,0,0,0,2,-3,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.15,-0.8330838204334303,0.0,-0.6830838204334303,0.0
1375,13,ADAMOVICS Edgars,D,0,0,0,4,1,-3,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.075,-0.8330838204334303,0.0,-0.7580838204334304,0.0
1376,16,DAUGAVINS Kaspars,F,0,0,0,2,0,-3,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.0,-0.41654191021671516,0.0,-0.41654191021671516,0.0
1377,17,ZELUBOVSKIS Elviss,F,0,0,0,0,2,-3,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.15,-0.41654191021671516,0.0,-0.26654191021671514,0.0
1378,25,BULLITIS Eduards,F,0,0,0,2,2,-3,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.15,-0.41654191021671516,0.0,-0.26654191021671514,0.0
1379,3,KULDA Arturs,D,0,0,0,2,0,0,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.0,-0.15808382043343044,0.0,-0.15808382043343044,0.0
1380,7,HARTMANIS Toms,F,0,0,0,0,0,0,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.0,-0.07904191021671522,0.0,-0.07904191021671522,0.0
1381,15,PECURA Sergejs,F,0,0,0,2,2,0,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.15,-0.07904191021671522,0.0,0.07095808978328477,0.0
1382,20,KARKLINS Edzus,F,0,0,0,0,1,0,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.075,-0.07904191021671522,0.0,-0.004041910216715225,0.0
1383,22,ANDERSONS Janis,D,0,1,1,0,0,1,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.625,0.06691617956656956,0.0,0.6919161795665696,1.0
1384,4,SOTNIEKS Kristaps,D,0,0,0,0,0,0,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.0,-0.15808382043343044,0.0,-0.15808382043343044,0.0
1385,6,GRUNDMANIS Kriss,D,0,0,0,2,0,-1,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.0,-0.3830838204334304,0.0,-0.3830838204334304,0.0
1386,19,ABOLINS Andis,F,0,0,0,0,0,0,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.0,-0.07904191021671522,0.0,-0.07904191021671522,0.0
1387,26,SKUSKA Martins,F,0,1,1,0,0,0,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.625,-0.07904191021671522,0.0,0.5459580897832848,1.0
1388,27,MEIJA Gints,F,1,0,1,2,1,0,0,0,0,2,lat,lat-cze,2006,0,15.0,1.0,0.825,-0.07904191021671522,0.0,0.7459580897832847,1.5
1389,1,STIGIS Kristaps,GK,0,0,0,0,0,0,0,0,0,2,lat,lat-cze,2006,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1390,30,AVOTINS Ugis,GK,0,0,0,0,0,0,39,5,34,2,lat,lat-cze,2006,0,60.0,1.0,0.0,0.0,-0.34999999999999964,-0.34999999999999964,0.0
1391,6,POLAK Roman,D,0,1,1,0,2,2,0,0,0,2,cze,lat-cze,2006,0,17.142857142857142,1.0,0.775,0.6764756337903652,0.0,1.4514756337903654,1.0
1392,8,SMID Ladislav,D,0,1,1,0,2,2,0,0,0,2,cze,lat-cze,2006,0,17.142857142857142,1.0,0.775,0.6764756337903652,0.0,1.4514756337903654,1.0
1393,16,BIRNER Michal,F,0,0,0,0,1,1,0,0,0,2,cze,lat-cze,2006,0,15.0,1.0,0.075,0.21158308978328483,0.0,0.28658308978328484,0.0
1394,18,POHL Petr,F,2,0,2,0,4,1,0,0,0,2,cze,lat-cze,2006,0,15.0,1.0,1.8,0.21158308978328483,0.0,2.0115830897832847,3.0
1395,23,KREJCI David,F,0,2,2,0,4,1,0,0,0,2,cze,lat-cze,2006,0,15.0,1.0,1.55,0.21158308978328483,0.0,1.761583089783285,2.0
1396,5,SMACH Ondrej,D,0,0,0,4,0,0,0,0,0,2,cze,lat-cze,2006,0,17.142857142857142,1.0,0.0,0.22647563379036528,0.0,0.22647563379036528,0.0
1397,9,KINDL Jakub,D,0,0,0,0,2,1,0,0,0,2,cze,lat-cze,2006,0,17.142857142857142,1.0,0.15,0.45147563379036526,0.0,0.6014756337903653,0.0
1398,12,MEIDL Vaclav,F,1,0,1,0,4,2,0,0,0,2,cze,lat-cze,2006,0,15.0,1.0,1.05,0.3240830897832848,0.0,1.374083089783285,1.5
1399,17,HROMAS Karel,F,1,0,1,2,2,1,0,0,0,2,cze,lat-cze,2006,0,15.0,1.0,0.9,0.21158308978328483,0.0,1.1115830897832848,1.5
1400,20,BAHENSKY Zdenek,F,0,1,1,0,2,1,0,0,0,2,cze,lat-cze,2006,0,15.0,1.0,0.775,0.21158308978328483,0.0,0.9865830897832848,1.0
1401,11,SOBOTKA Vladimir,F,0,0,0,2,2,0,0,0,0,2,cze,lat-cze,2006,0,15.0,1.0,0.15,0.09908308978328481,0.0,0.2490830897832848,0.0
1402,14,MRAZEK Jaroslav,D,0,0,0,4,2,1,0,0,0,2,cze,lat-cze,2006,0,17.142857142857142,1.0,0.15,0.45147563379036526,0.0,0.6014756337903653,0.0
1403,22,HANZAL Martin,F,0,1,1,4,1,1,0,0,0,2,cze,lat-cze,2006,0,15.0,1.0,0.7,0.21158308978328483,0.0,0.9115830897832848,1.0
1404,24,GULASI Michal,D,0,0,0,0,1,1,0,0,0,2,cze,lat-cze,2006,0,17.142857142857142,1.0,0.075,0.45147563379036526,0.0,0.5264756337903652,0.0
1405,25,FROLIK Michael,F,0,0,0,0,2,1,0,0,0,2,cze,lat-cze,2006,0,15.0,1.0,0.15,0.21158308978328483,0.0,0.3615830897832848,0.0
1406,3,KALUS Petr,F,1,0,1,0,5,1,0,0,0,2,cze,lat-cze,2006,1,15.0,1.0,1.125,0.21158308978328483,0.0,1.3365830897832849,4.5
