,name,club,team,year,height,weight,age,tournament,NHL
208,WIRT Daniel,Lowen Frankfurt,ger,2020,1.88,198,19.731506849315068,1,0.0
209,HEINZINGER Niklas,Tolzer Lowen,ger,2020,1.80,183,19.991780821917807,1,0.0
210,HUTTL Leon,Lowen Frankfurt,ger,2020,1.82,176,19.29041095890411,1,0.0
211,STUTZLE Tim,Adler Mannheim,ger,2020,1.84,187,17.972602739726028,1,0.0
212,SCHUTZ Justin,EHC Red Bull Munich,ger,2020,1.81,181,19.534246575342465,1,0.0
213,NIJENHUIS Jan,Grizzlys Wolfsburg,ger,2020,1.78,170,18.421917808219177,1,0.0
214,SCHINKO Luis,Lowen Frankfurt,ger,2020,1.85,185,19.484931506849314,1,0.0
215,FLEISCHER Tim,Iserlohn Roosters,ger,2020,1.85,185,19.268493150684932,1,0.0
216,BRUNE Louis,Heilbronner Falken,ger,2020,1.84,190,19.671232876712327,1,0.0
217,KINDER Nino,Winnipeg Ice,ger,2020,1.82,172,18.86849315068493,1,0.0
218,JENTZSCH Taro,Sherbrooke Phoenix,ger,2020,1.88,165,19.56986301369863,1,0.0
219,LOBACH Dennis,EHC Red Bull Munich,ger,2020,1.78,172,19.82191780821918,1,0.0
220,SEIDER Moritz,Grand Rapids Griffins,ger,2020,1.92,198,18.75068493150685,1,0.0
221,VALENTI Yannik,Heilbronner Falken,ger,2020,1.79,183,19.28219178082192,1,0.0
222,REICHEL Lukas,Eisbaren Berlin,ger,2020,1.83,172,17.638356164383563,1,0.0
223,PETERKA John,EHC Red Bull Munich,ger,2020,1.80,192,17.975342465753425,1,0.0
224,MASS Philipp,Red Bull Hockey Academy,ger,2020,1.84,185,19.265753424657536,1,0.0
225,BOKK Dominik,Rogle Angelholm,ger,2020,1.87,187,19.923287671232877,1,0.0
226,DERSCH Alexander,Dusseldorfer EG,ger,2020,1.94,190,19.76986301369863,1,0.0
227,MIK Eric,Lausitzer Fuchse,ger,2020,1.82,183,19.854794520547944,1,0.0
228,ANCICKA Tobias,Lukko Rauma,ger,2020,1.86,181,18.854794520547944,1,0.0
229,MAURER Philipp,EV Landshut,ger,2020,1.85,176,19.09315068493151,1,0.0
0,LEVI Devon,Northeastern University,can,2021,1.83,190,19.027397260273972,1,0.0
1,SCHNEIDER Braden,Brandon Wheat Kings,can,2021,1.87,207,19.295890410958904,1,0.0
2,KORCZAK Kaedan,Kelowna Rockets,can,2021,1.93,192,19.936986301369863,1,0.0
3,BYRAM Bowen,Vancouver Giants,can,2021,1.85,196,19.567123287671233,2,0.0
4,HARLEY Thomas,Mississauga Steelheads,can,2021,1.93,198,19.383561643835616,1,0.0
5,DRYSDALE Jamie,Erie Otters,can,2021,1.80,181,18.747945205479454,2,0.0
6,DACH Kirby,Chicago Blackhawks,can,2021,1.93,201,19.958904109589042,1,1.0
7,SPENCE Jordan,Moncton Wildcats,can,2021,1.78,176,19.865753424657534,1,0.0
8,ZARY Connor,Kamloops Blazers,can,2021,1.83,176,19.28219178082192,1,0.0
9,HOLLOWAY Dylan,University of Wisconsin,can,2021,1.85,201,19.28767123287671,1,0.0
10,PERFETTI Cole,Saginaw Spirit,can,2021,1.78,176,19.013698630136986,1,0.0
11,PELLETIER Jakob,Val dOr Foreurs,can,2021,1.78,172,19.835616438356166,1,0.0
12,NEWHOOK Alex,Boston College,can,2021,1.80,203,19.93972602739726,1,0.0
13,SUZUKI Ryan,Saginaw Spirit,can,2021,1.85,190,19.610958904109587,1,0.0
14,McMICHAEL Connor,London Knights,can,2021,1.83,187,19.975342465753425,2,0.0
15,KREBS Peyton,Winnipeg Ice,can,2021,1.80,190,19.945205479452056,1,0.0
16,BYFIELD Quinton,Sudbury Wolves,can,2021,1.93,220,18.383561643835616,2,0.0
17,MERCER Dawson,Chicoutimi Sagueneens,can,2021,1.83,181,19.194520547945206,2,0.0
18,GUHLE Kaiden,Prince Albert Raiders,can,2021,1.91,209,18.96712328767123,1,0.0
19,COZENS Dylan,Lethbridge Hurricanes,can,2021,1.91,198,19.90684931506849,2,0.0
20,TOMASINO Philip,Oshawa Generals,can,2021,1.83,187,19.443835616438356,1,0.0
21,BARRON Justin,Halifax Mooseheads,can,2021,1.87,203,19.14246575342466,1,0.0
22,QUINN Jack,Ottawa 67s,can,2021,1.85,181,19.2986301369863,1,0.0
23,GAUTHIER Taylor,Prince George Cougars,can,2021,1.88,198,19.89041095890411,1,0.0
24,GARAND Dylan,Kamloops Blazers,can,2021,1.85,176,18.583561643835615,1,0.0
25,PIIROINEN Kari,TUTO Hockey Turku,fin,2021,1.87,176,19.517808219178082,2,0.0
26,HATAKKA Santeri,Ilves Tampere,fin,2021,1.85,194,19.975342465753425,2,0.0
27,RAFKIN Ruben,TPS Turku,fin,2021,1.82,190,18.994520547945207,1,0.0
28,HEINOLA Ville,Lukko Rauma,fin,2021,1.82,181,19.84931506849315,3,0.0
29,VIRO Eemil,TPS Turku,fin,2021,1.83,172,18.76164383561644,1,0.0
30,NIEMELA Topi,Karpat Oulu,fin,2021,1.81,165,18.786301369863015,1,0.0
31,PUUTIO Kasper,Karpat Oulu,fin,2021,1.81,176,18.594520547945205,1,0.0
32,RAJANIEMI Matias,Pelicans Lahti,fin,2021,1.91,203,18.32054794520548,1,0.0
33,JARVENTIE Roby,Ilves Tampere,fin,2021,1.91,198,18.413698630136988,1,0.0
34,LUNDELL Anton,IFK Helsinki,fin,2021,1.85,190,19.26027397260274,2,0.0
35,PUHAKKA Petteri,Tappara Tampere,fin,2021,1.79,170,19.73972602739726,1,0.0
36,HELENIUS Samuel,JYP Jyvaskyla,fin,2021,1.99,201,18.112328767123287,1,0.0
37,PYYHTIA Mikael,TPS Turku,fin,2021,1.82,154,19.054794520547944,1,0.0
38,HIRVONEN Roni,Assat Pori,fin,2021,1.76,172,18.98904109589041,1,0.0
39,PETMAN Mikko,Lukko Rauma,fin,2021,1.84,194,19.65205479452055,1,0.0
40,PARSSINEN Juuso,TPS Turku,fin,2021,1.90,198,19.92876712328767,1,0.0
41,NIKKANEN Henri,Jukurit Mikkeli,fin,2021,1.94,209,19.693150684931506,1,0.0
42,SIMONTAIVAL Kasper,TUTO Hockey Turku,fin,2021,1.75,174,18.986301369863014,1,0.0
43,BLOMQVIST Joel,Hermes Kokkola,fin,2021,1.89,183,18.98904109589041,1,0.0
44,TAPONEN Roope,Kiekko Espoo,fin,2021,1.84,176,19.816438356164383,1,0.0
45,MANTYKIVI Matias,SaiPa Lappeenranta,fin,2021,1.81,165,19.545205479452054,1,0.0
46,LAMBERT Brad,JYP Jyvaskyla,fin,2021,1.82,172,17.04931506849315,1,0.0
47,RATY Aku,Karpat Oulu,fin,2021,1.84,187,19.506849315068493,2,0.0
48,KOKKONEN Mikko,Jukurit Mikkeli,fin,2021,1.81,194,19.96712328767123,2,0.0
49,KORHONEN Benjamin,KalPa Kuopio,fin,2021,1.86,176,19.49041095890411,1,0.0
50,PATENAUDE Noah,Saint John Sea Dogs,sui,2021,1.84,192,18.035616438356165,1,0.0
51,GUGGENHEIM Bastian,SCL Tigers Langnau,sui,2021,1.86,198,19.12876712328767,2,0.0
52,DELEMONT Noah,EHC Biel,sui,2021,1.77,168,18.912328767123288,1,0.0
53,CHANTON Giancarlo,SC Langenthal,sui,2021,1.84,185,18.104109589041094,1,0.0
54,KNAK Simon,HC Davos,sui,2021,1.86,194,18.942465753424656,2,0.0
55,BIASCA Attilio,EV Zug,sui,2021,1.82,183,17.805479452054794,1,0.0
56,SCHLAEPFER Elvis,EHC Biel,sui,2021,1.82,176,19.81917808219178,1,0.0
57,MARCHAND Lionel,Timra IK,sui,2021,1.90,209,19.28767123287671,1,0.0
58,ALLENSPACH Dario,EV Zug,sui,2021,1.81,159,18.38082191780822,1,0.0
59,HOFER Valentin,EV Zug,sui,2021,1.80,176,18.852054794520548,1,0.0
60,CANONICA Lorenzo,HC Lugano,sui,2021,1.80,179,17.34246575342466,1,0.0
61,DAEHLER Ronny,SC Bern,sui,2021,1.78,165,19.854794520547944,1,0.0
62,VILLA Alessandro,HC Lugano,sui,2021,1.85,183,19.953424657534246,1,0.0
63,BARAGANO Inaki,Lausanne HC,sui,2021,1.78,176,19.339726027397262,1,0.0
64,DERUNGS Keanu,EV Zug Academy,sui,2021,1.83,172,18.695890410958903,1,0.0
65,BOTTINI Stefano,Pentiction Vees,sui,2021,1.83,181,18.67945205479452,1,0.0
66,VOUARDOUX Nathan,Lausanne HC,sui,2021,1.85,181,19.46301369863014,1,0.0
67,SALZGEBER Joel,SCL Tigers Langnau,sui,2021,1.77,179,19.86027397260274,2,0.0
68,FIEDLER Cedric,Western Michigan University,sui,2021,1.91,205,19.715068493150685,1,0.0
69,MEIER Noah,GCK Lions Zurich,sui,2021,1.80,170,18.284931506849315,1,0.0
70,PEZZULLO Rocco,HC Ambri-Piotta,sui,2021,1.85,185,19.865753424657534,2,0.0
71,JOBIN Gaetan,Fribourg-Gotteron,sui,2021,1.83,183,19.545205479452054,2,0.0
72,FUST Raymond,Chilliwack Chiefs,sui,2021,1.88,183,18.205479452054796,1,0.0
73,FATTON Thibault,HC Lugano,sui,2021,1.82,154,19.136986301369863,1,0.0
74,HENAUER Andri,SC Bern,sui,2021,1.80,170,18.783561643835615,1,0.0
75,RABCAN Eugen,HC 05 Banska Bystrica,svk,2021,1.90,196,19.526027397260275,1,0.0
76,BECAR Simon,Dukla Trencin,svk,2021,1.82,154,17.726027397260275,1,0.0
77,MUDRAK David,HC Kosice,svk,2021,1.85,187,19.895890410958906,2,0.0
78,NEMEC Simon,HK Nitra,svk,2021,1.82,185,16.89041095890411,1,0.0
79,SOJKA Dominik,HC 05 Banska Bystrica,svk,2021,1.98,227,19.887671232876713,1,0.0
80,CHROMIAK Martin,Kingston Frontenacs,svk,2021,1.83,187,18.38082191780822,1,0.0
81,FAITH Roman,Bratislava Capitals,svk,2021,1.82,174,18.443835616438356,1,0.0
82,MYKLUKHA Oleksiy,Rouyn-Noranda Huskies,svk,2021,1.79,157,18.115068493150684,1,0.0
83,KASLIK Matej,Chicoutimi Sagueneens,svk,2021,1.83,168,18.421917808219177,1,0.0
84,PETROVICKY Rayen,TUTO Hockey Turku,svk,2021,1.86,179,18.85753424657534,1,0.0
85,KOLENIC Jakub,HKM Zvolen,svk,2021,1.79,165,19.005479452054793,1,0.0
86,JENDEK Dominik,Slovan Bratislava,svk,2021,1.86,192,19.7013698630137,2,0.0
87,MESAR Filip,HK Poprad,svk,2021,1.77,165,17.008219178082193,1,0.0
88,STACHA Marko,Dukla Trencin,svk,2021,1.86,196,18.797260273972604,2,0.0
89,TURANSKY Artur,Wilkes-Barre Scranton Knights,svk,2021,1.78,168,19.487671232876714,1,0.0
90,SLAFKOVSKY Juraj,TPS Turku,svk,2021,1.92,216,16.76986301369863,1,0.0
91,JELLUS Simon,Karlskrona HK,svk,2021,1.88,198,19.96712328767123,1,0.0
92,KNAZKO Samuel,TPS Turku,svk,2021,1.85,190,18.416438356164385,2,0.0
93,JEDLICKA Maros,HKM Zvolen,svk,2021,1.86,183,18.205479452054796,1,0.0
94,TURAN Oliver,HC 07 Detva,svk,2021,1.96,212,19.77260273972603,2,0.0
95,GOLIAN Andrej,HC 07 Detva,svk,2021,1.92,181,19.835616438356166,2,0.0
96,MRAZIK Michal,Linkoping HC,svk,2021,1.94,207,19.438356164383563,2,0.0
97,ELIAS Juraj,HC Kosice,svk,2021,1.94,225,19.273972602739725,1,0.0
98,HLAVAJ Samuel,Sherbrooke Phoenix,svk,2021,1.93,207,19.60821917808219,3,0.0
99,LATKOCZY Simon,Dukla Trencin,svk,2021,1.79,161,18.6,1,0.0
100,TIEFENSEE Arno,Adler Mannheim,ger,2021,1.93,192,18.684931506849313,1,0.0
101,GNYP Simon,Kolner Haie,ger,2021,1.82,185,19.323287671232876,1,0.0
102,SZUBER Maksymilian,Red Bull Hockey Juniors,ger,2021,1.90,190,18.367123287671234,1,0.0
103,FLADE Lucas,Dresdner Eislowen,ger,2021,1.84,198,19.96986301369863,1,0.0
104,LANGER Niklas,Augsburger Panther,ger,2021,1.86,181,19.60821917808219,1,0.0
105,ELIAS Florian,Adler Mannheim,ger,2021,1.72,161,18.416438356164385,1,0.0
106,STUTZLE Tim,Adler Mannheim,ger,2021,1.84,192,18.975342465753425,2,0.0
107,SAMANSKI Joshua,Ravensburg Towerstars,ger,2021,1.90,190,18.794520547945204,1,0.0
108,REISNECKER Filip,Fischtown Pinguins Bremerhaven,ger,2021,1.86,194,19.068493150684933,1,0.0
109,NIJENHUIS Jan,Grizzlys Wolfsburg,ger,2021,1.80,170,19.424657534246574,2,0.0
110,SCHWEIGER Markus,ESV Kaufbeuren,ger,2021,1.72,159,18.350684931506848,1,0.0
111,CHROBOT Julian,Kolner Haie,ger,2021,1.83,183,19.835616438356166,1,0.0
112,VOLEK Justin,Ravensburg Towerstars,ger,2021,1.71,165,18.90958904109589,1,0.0
113,RAABE Steven,Grizzlys Wolfsburg,ger,2021,1.74,163,19.6,1,0.0
114,SCHUMACHER Jan-Luca,Heilbronner Falken,ger,2021,1.78,176,19.353424657534248,1,0.0
115,DUBE Samuel,Red Bull Hockey Juniors,ger,2021,1.75,172,18.605479452054794,1,0.0
116,BORZECKI Jakub,Red Bull Hockey Juniors,ger,2021,1.88,198,18.96986301369863,1,0.0
117,GLOTZL Maximilian,Kolner Haie,ger,2021,1.89,198,18.81095890410959,1,0.0
118,PETERKA John,EHC Red Bull Munich,ger,2021,1.80,187,18.97808219178082,2,0.0
119,ZIMMERMANN Mario,EV Landshut,ger,2021,1.77,163,19.698630136986303,1,0.0
120,HENRIQUEZ MORALES Enrico,Starbulls Rosenheim,ger,2021,1.74,176,19.47945205479452,1,0.0
121,MUNZENBERGER Jan,Kolner Junghaie,ger,2021,1.88,190,18.117808219178084,1,0.0
122,ALBERG Manuel,Red Bull Hockey Juniors,ger,2021,1.78,176,19.838356164383562,1,0.0
123,BUGL Florian,Red Bull Hockey Juniors,ger,2021,1.80,187,18.649315068493152,1,0.0
124,GAHR Jonas,Lowen Frankfurt,ger,2021,1.91,176,19.893150684931506,1,0.0
125,WALLSTEDT Jesper,Lulea HF,swe,2021,1.90,198,18.145205479452056,1,0.0
126,BJORNFOT Tobias,Djurgarden Stockholm,swe,2021,1.84,196,19.753424657534246,2,0.0
127,ANDRAE Emil,HV71 Jonkoping,swe,2021,1.75,176,18.86849315068493,1,0.0
128,BROBERG Philip,Skelleftea AIK,swe,2021,1.90,203,19.534246575342465,3,0.0
129,HEDSTROM Ludvig,Djurgarden Stockholm,swe,2021,1.81,179,19.731506849315068,1,0.0
130,BERGLUND Gustav,Frolunda Gothenburg,swe,2021,1.89,209,19.994520547945207,1,0.0
131,SODERSTROM Victor,AIK Stockholm,swe,2021,1.81,176,19.86027397260274,2,0.0
132,JOHANSSON Albert,Farjestad Karlstad,swe,2021,1.83,168,20.005479452054793,1,0.0
133,HOLTZ Alexander,Djurgarden Stockholm,swe,2021,1.84,194,18.953424657534246,2,0.0
134,HEINEMAN Emil,Leksands IF,swe,2021,1.85,185,19.13972602739726,1,0.0
135,COSTMAR Arvid,Linkoping HC,swe,2021,1.81,187,19.5013698630137,1,0.0
136,HOLMSTROM Simon,Vita Hasten Norrkoping,swe,2021,1.85,194,19.621917808219177,1,0.0
137,NIEDERBACH Theodor,Frolunda Gothenburg,swe,2021,1.83,183,18.863013698630137,1,0.0
138,KVIST Oskar,Brynas Gavle,swe,2021,1.92,203,19.59178082191781,1,0.0
139,RAYMOND Lucas,Frolunda Gothenburg,swe,2021,1.79,161,18.778082191780822,2,0.0
140,BJERSELIUS Oscar,Djurgarden Stockholm,swe,2021,1.82,183,19.882191780821916,1,0.0
141,WIKSTROM Jonathan,HV71 Jonkoping,swe,2021,1.74,168,19.73972602739726,1,0.0
142,OLAUSSON Oskar,HV71 Jonkoping,swe,2021,1.87,159,18.156164383561645,1,0.0
143,SODERBLOM Elmer,Frolunda Gothenburg,swe,2021,2.02,238,19.506849315068493,1,0.0
144,BRANNSTAM Alex,Djurgarden Stockholm,swe,2021,1.83,176,19.594520547945205,1,0.0
145,NYBECK Zion,HV71 Jonkoping,swe,2021,1.72,176,18.654794520547945,1,0.0
146,GUNLER Noel,Brynas Gavle,swe,2021,1.87,179,19.24931506849315,1,0.0
147,SUNDSVIK Albin,Skelleftea AIK,swe,2021,1.86,187,19.695890410958903,1,0.0
148,ALNEFELT Hugo,HV71 Jonkoping,swe,2021,1.90,194,19.59178082191781,2,0.0
149,CLANG Calle,Kristianstads IK,swe,2021,1.88,176,18.632876712328766,1,0.0
150,HELLESON Drew,Boston College,usa,2021,1.87,192,19.783561643835615,1,0.0
151,THRUN Henry,Dubuque Fighting Saints,usa,2021,1.87,194,19.82191780821918,1,0.0
152,YORK Cam,University of Michigan,usa,2021,1.80,174,20.002739726027396,2,0.0
153,LACOMBE Jackson,University of Minnesota,usa,2021,1.87,190,19.991780821917807,1,0.0
154,KLEVEN Tyler,University of North Dakota,usa,2021,1.93,201,18.98904109589041,1,0.0
155,SANDERSON Jake,University of North Dakota,usa,2021,1.87,185,18.4986301369863,1,0.0
156,ZEGRAS Trevor,Boston University,usa,2021,1.82,174,19.8,2,0.0
157,BENIERS Matthew,University of Michigan,usa,2021,1.84,168,18.16986301369863,1,0.0
158,FABER Brock,University of Minnesota,usa,2021,1.82,194,18.375342465753423,1,0.0
159,BOLDY Matthew,Boston College,usa,2021,1.87,194,19.756164383561643,1,0.0
160,CAUFIELD Cole,University of Wisconsin,usa,2021,1.70,163,20.01095890410959,2,0.0
161,TURCOTTE Alex,University of Wisconsin,usa,2021,1.80,185,19.86027397260274,2,0.0
162,SKINNER Hunter,London Knights,usa,2021,1.87,185,19.69041095890411,1,0.0
163,BRISSON Brendan,University of Michigan,usa,2021,1.80,176,19.208219178082192,1,0.0
164,MOYNIHAN Patrick,Providence College,usa,2021,1.80,185,19.953424657534246,1,0.0
165,BERARD Brett,Providence College,usa,2021,1.75,152,18.326027397260273,1,0.0
166,COLANGELO Sam,Northeastern University,usa,2021,1.87,205,19.03013698630137,1,0.0
167,JOHNSON Ryan,University of Minnesota,usa,2021,1.84,174,19.454794520547946,1,0.0
168,BRINK Bobby,University of Denver,usa,2021,1.73,165,19.4986301369863,2,0.0
169,FARINACCI John,Muskegon Lumberjacks,usa,2021,1.82,185,19.893150684931506,1,0.0
170,SLAGGERT Landon,University of Notre Dame,usa,2021,1.82,183,18.534246575342465,1,0.0
171,KALIYEV Arthur,Hamilton Bulldogs,usa,2021,1.87,190,19.53150684931507,2,0.0
172,STEIN Logan,Ferris State University,usa,2021,1.87,209,19.698630136986303,1,0.0
173,KNIGHT Spencer,Boston College,usa,2021,1.91,194,19.71780821917808,3,0.0
174,WOLF Dustin,Everett Silvertips,usa,2021,1.83,161,19.726027397260275,2,0.0
175,PARIK Lukas,HC Benatky nad Jizerou,cze,2021,1.93,183,19.813698630136987,2,0.0
176,BEDNAR Jan,HC Karlovy Vary,cze,2021,1.93,185,18.364383561643837,1,0.0
177,KLIKORKA Karel,BK Mlada Boleslav,cze,2021,1.85,192,19.101369863013698,2,0.0
178,KUCERIK Radek,HC Zubr Prerov,cze,2021,1.88,198,19.043835616438358,2,0.0
179,SVOZIL Stanislav,Kometa Brno,cze,2021,1.83,172,17.96986301369863,1,0.0
180,HAS Martin,HC Benatky nad Jizerou,cze,2021,1.94,187,19.926027397260274,2,0.0
181,JIRICEK David,Skoda Plzen,cze,2021,1.90,168,17.106849315068494,1,0.0
182,LANG Martin,Stadion Litomerice,cze,2021,1.80,172,19.30958904109589,1,0.0
183,TEPLY Michal,Stadion Litomerice,cze,2021,1.90,176,19.613698630136987,2,0.0
184,NOVAK Pavel,Stadion Litomerice,cze,2021,1.77,170,18.726027397260275,1,0.0
185,PRIKRYL Filip,Skoda Plzen,cze,2021,1.85,170,19.764383561643836,1,0.0
186,NAJMAN Adam,Bili Tygri Liberec,cze,2021,1.80,181,19.997260273972604,1,0.0
187,GUT Michal,Banik Sokolov,cze,2021,1.82,187,18.39178082191781,1,0.0
188,VITOUCH David,Sparta Prague,cze,2021,1.74,154,19.301369863013697,1,0.0
189,MYSAK Jan,HC Litvinov,cze,2021,1.82,176,18.53698630136986,2,0.0
190,PYTLIK Jaromir,Stadion Litomerice,cze,2021,1.87,190,19.28219178082192,2,0.0
191,SUHRADA Jiri,HC Zlin,cze,2021,1.88,185,19.695890410958903,1,0.0
192,KUBICEK Simon,Stadion Litomerice,cze,2021,1.86,194,19.04931506849315,2,0.0
193,BERANEK Martin,HC Ceske Budejovice,cze,2021,1.84,172,19.731506849315068,1,0.0
194,RYCHLOVSKY Jakub,Bili Tygri Liberec,cze,2021,1.80,176,19.416438356164385,1,0.0
195,RASKA Adam,HC Frydek Mistek,cze,2021,1.78,168,19.28219178082192,2,0.0
196,KOFFER Filip,Stadion Litomerice,cze,2021,1.80,176,19.76164383561644,1,0.0
197,KRUTIL Michael,Stadion Litomerice,cze,2021,1.86,187,18.594520547945205,1,0.0
198,MUZIK Radek,Lulea HF,cze,2021,1.90,179,19.786301369863015,1,0.0
199,MALIK Nick,HC Frydek Mistek,cze,2021,1.89,174,18.698630136986303,2,0.0
200,WRANESCHITZ Sebastian,Vienna Capitals,aut,2021,1.82,176,18.838356164383562,1,0.0
201,POSCH Bernhard,EHC Bregenzerwald,aut,2021,1.88,183,19.956164383561642,1,0.0
202,THEIRICH Maximilian,KAC Klagenfurt,aut,2021,1.72,143,17.86849315068493,1,0.0
203,WIMMER Philipp,Red Bull Hockey Juniors,aut,2021,1.94,201,19.065753424657533,1,0.0
204,PFEFFER Jacob,Graz 99ers,aut,2021,1.78,190,19.9013698630137,1,0.0
205,KRAINZ Clemens,Graz 99ers,aut,2021,1.90,179,19.605479452054794,1,0.0
206,TSCHOFEN Marlon,EHC Kloten,aut,2021,1.84,181,18.96712328767123,1,0.0
207,BOHM Mathias,Vienna Capitals,aut,2021,1.88,190,17.723287671232878,1,0.0
208,PALLIERER Timo,Vienna Capitals,aut,2021,1.77,157,19.545205479452054,1,0.0
209,WALLNER Leon,Sodertalje SK,aut,2021,1.85,172,18.517808219178082,1,0.0
210,KUTZER Jonas,Dornbirner EC,aut,2021,1.72,154,19.742465753424657,1,0.0
211,LINDNER Luis,Boston Jr. Bruins,aut,2021,1.78,159,19.643835616438356,1,0.0
212,UNTERWEGER Dominik,VEU Feldkirch,aut,2021,1.86,203,19.96986301369863,1,0.0
213,KASPER Marco,Rogle Angelholm,aut,2021,1.84,176,16.745205479452054,1,0.0
214,HOCHEGGER Fabian,KAC Klagenfurt,aut,2021,1.75,168,19.665753424657535,1,0.0
215,HARNISCH Tim,Red Bull Hockey Juniors,aut,2021,1.79,174,19.720547945205478,1,0.0
216,PEETERS Senna,Rogle Angelholm,aut,2021,1.85,192,18.564383561643837,1,0.0
217,ROSSI Marco,ZSC Lions Zurich,aut,2021,1.76,185,19.28767123287671,1,0.0
218,THALER Lucas,Mora IK,aut,2021,1.79,163,18.958904109589042,1,0.0
219,NECESANY Lukas,Red Bull Hockey Juniors,aut,2021,1.81,176,17.84109589041096,1,0.0
220,van EE Finn,KAC Klagenfurt,aut,2021,1.81,176,17.983561643835618,1,0.0
221,PAUSCHENWEIN Julian,Graz 99ers,aut,2021,1.83,187,19.915068493150685,1,0.0
222,SOMMER Leon,Steel Wings Linz,aut,2021,1.80,159,18.621917808219177,1,0.0
223,BRANDNER Jakob,Kotkan Titaanit,aut,2021,1.90,198,19.643835616438356,1,0.0
0,COSSA Sebastian,Edmonton Oil Kings,can,2022,2.01,203,19.126027397260273,1,0.0
1,ZELLWEGER Olen,Everett Silvertips,can,2022,1.80,187,18.323287671232876,1,0.0
2,LAMBOS Carson,Winnipeg Ice,can,2022,1.85,194,18.97808219178082,1,0.0
3,CORMIER Lukas,Charlottetown Islanders,can,2022,1.78,176,19.78082191780822,1,0.0
4,SEBRANGO Donovan,Grand Rapids Griffins,can,2022,1.85,201,19.983561643835618,1,0.0
5,SEELEY Ronan,Everett Silvertips,can,2022,1.85,192,19.43013698630137,1,0.0
6,ROY Joshua,Sherbrooke Phoenix,can,2022,1.83,192,18.41917808219178,1,0.0
7,STANKOVEN Logan,Kamloops Blazers,can,2022,1.73,170,18.86027397260274,1,0.0
8,KIDNEY Riley,Acadie-Bathurst Titan,can,2022,1.80,172,18.786301369863015,1,0.0
9,FOERSTER Tyson,Barrie Colts,can,2022,1.88,205,19.96712328767123,1,0.0
10,JOHNSON Kent,Columbus Blue Jackets,can,2022,1.85,168,19.21917808219178,1,1.0
11,OTHMANN Brennan,Flint Firebirds,can,2022,1.83,174,19.002739726027396,1,0.0
12,BEDARD Connor,Regina Pats,can,2022,1.75,181,16.471232876712328,1,0.0
13,GREIG Ridly,Brandon Wheat Kings,can,2022,1.80,165,19.413698630136988,1,0.0
14,DESNOYERS Elliot,Halifax Mooseheads,can,2022,1.80,172,19.958904109589042,1,0.0
15,OSTAPCHUK Zack,Vancouver Giants,can,2022,1.91,205,18.60821917808219,1,0.0
16,GAUCHER Nathan,Quebec Remparts,can,2022,1.91,205,18.167123287671235,1,0.0
17,THOMPSON Jack,Sault Ste. Marie Greyhounds,can,2022,1.85,185,19.802739726027397,1,0.0
18,McTAVISH Mason,Hamilton Bulldogs,can,2022,1.85,207,18.934246575342467,1,0.0
19,del MASTRO Ethan,Mississauga Steelheads,can,2022,1.93,209,18.975342465753425,1,0.0
20,DUFOUR William,Saint John Sea Dogs,can,2022,1.91,205,19.93972602739726,1,0.0
21,CUYLLE Will,Windsor Spitfires,can,2022,1.91,209,19.91780821917808,1,0.0
22,O'ROURKE Ryan,Sault Ste. Marie Greyhounds,can,2022,1.85,172,19.643835616438356,1,0.0
23,BROCHU Brett,London Knights,can,2022,1.80,174,19.326027397260273,1,0.0
24,GARAND Dylan,Kamloops Blazers,can,2022,1.85,179,19.583561643835615,2,0.0
25,MERILAINEN Leevi,Karpat Oulu,fin,2022,1.90,181,19.4,1,0.0
26,RAJANIEMI Matias,Pelicans Lahti,fin,2022,1.91,205,19.32054794520548,2,0.0
27,RAFKIN Ruben,TPS Turku,fin,2022,1.82,192,19.994520547945207,2,0.0
28,JURMO Joni,Jukurit Mikkeli,fin,2022,1.94,205,19.71780821917808,1,0.0
29,VIRO Eemil,Detroit Red Wings,fin,2022,1.83,176,19.76164383561644,2,1.0
30,NIEMELA Topi,Karpat Oulu,fin,2022,1.81,172,19.786301369863015,2,0.0
31,PUUTIO Kasper,KalPa Kuopio,fin,2022,1.83,179,19.594520547945205,2,0.0
32,JARVENTIE Roby,Ottawa Senators,fin,2022,1.91,209,19.413698630136988,2,1.0
33,NURMI Petteri,HPK Hameenlinna,fin,2022,1.83,165,19.983561643835618,1,0.0
34,MAATTA Joel,University of Vermont,fin,2022,1.88,192,19.504109589041096,1,0.0
35,MAENPAA Juuso,KalPa Kuopio,fin,2022,1.69,148,19.69041095890411,1,0.0
36,HELENIUS Samuel,Los Angeles Kings,fin,2022,1.99,225,19.112328767123287,2,1.0
37,HEIMOSALMI Aleksi,Assat Pori,fin,2022,1.81,170,18.665753424657535,1,0.0
38,HIRVONEN Roni,HIFK Helsinki,fin,2022,1.76,176,19.98904109589041,2,0.0
39,VAISANEN Kalle,TPS Turku,fin,2022,1.95,187,18.93972602739726,1,0.0
40,KOIVUNEN Ville,Karpat Oulu,fin,2022,1.83,168,18.567123287671233,1,0.0
41,KAPANEN Oliver,KalPa Kuopio,fin,2022,1.86,183,18.44109589041096,1,0.0
42,LIUKAS Eetu,HPK Hameenlinna,fin,2022,1.89,205,19.28219178082192,1,0.0
43,SIMONTAIVAL Kasper,KalPa Kuopio,fin,2022,1.75,185,19.986301369863014,2,0.0
