,name,club,team,year,height,weight,age,tournament,NHL
61,DEANGELO Anthony,Sarnia Sting,usa,2015,1.80,176,19.202739726027396,1,0.0
62,CARLO Brandon,Tri-City Americans,usa,2015,1.96,194,18.10958904109589,1,0.0
63,HALVERSON Brandon,Sault Ste. Marie Greyhounds,usa,2015,1.93,190,18.77260273972603,1,0.0
64,DEMKO Thatcher,Boston College,usa,2015,1.91,192,19.07945205479452,2,0.0
65,NEDELJKOVIC Alex,Plymouth Whalers,usa,2015,1.83,192,18.997260273972604,1,0.0
66,MATTHEWS Auston,U.S. National U18,usa,2015,1.83,198,17.301369863013697,1,0.0
67,GIBL Daniel,Barrie Colts,svk,2015,1.85,190,19.35890410958904,1,0.0
68,OKOLICANY David,Orange 20 Bratislava,svk,2015,1.75,161,19.936986301369863,1,0.0
69,ROSANDIC Mislav,HC 05 Banska Bystrica,svk,2015,1.81,190,19.945205479452056,1,0.0
70,HOCHEL Marco,Orange 20 Bratislava,svk,2015,1.85,176,19.934246575342467,1,0.0
71,JENDROL Dominik,Orange 20 Bratislava,svk,2015,1.83,176,19.931506849315067,1,0.0
72,KOYS Patrik,Orange 20 Bratislava,svk,2015,1.76,176,19.202739726027396,1,0.0
73,PETRAS Samuel,Orange 20 Bratislava,svk,2015,1.85,176,19.65753424657534,1,0.0
74,REWAY Martin,Sparta Prague,svk,2015,1.78,172,19.95068493150685,2,0.0
75,HOLENDA Matus,Orange 20 Bratislava,svk,2015,1.76,165,19.715068493150685,1,0.0
76,REHAK Dominik,Orange 20 Bratislava,svk,2015,1.85,192,19.980821917808218,1,0.0
77,BONDRA Radovan,U18 NTDP,svk,2015,1.96,212,17.93972602739726,1,0.0
78,CERNAK Erik,HC Kosice,svk,2015,1.92,203,17.60821917808219,2,0.0
79,BACIK Patrik,Orange 20 Bratislava,svk,2015,1.85,187,19.912328767123288,1,0.0
80,LANTOSI Robert,VIK Vasteras,svk,2015,1.79,163,19.284931506849315,1,0.0
81,PAVUK Branislav,Orange 20 Bratislava,svk,2015,1.85,187,19.47945205479452,1,0.0
82,SUKEL Matus,Orange 20 Bratislava,svk,2015,1.75,161,18.953424657534246,1,0.0
83,SOLTES David,Prince George Cougars,svk,2015,1.84,183,19.91780821917808,1,0.0
84,CEHLARIK Peter,Lulea HF,svk,2015,1.88,196,19.43013698630137,2,0.0
85,JAROS Christian,Lulea HF,svk,2015,1.92,205,18.76164383561644,1,0.0
86,KABAC Michal,Orange 20 Bratislava,svk,2015,1.93,212,19.0986301369863,1,0.0
87,SKALICKY Pavol,Orange 20 Bratislava,svk,2015,1.95,207,19.243835616438357,2,0.0
88,PAULOVIC Matej,Muskegon Lumberjacks,svk,2015,1.90,187,19.980821917808218,1,0.0
89,GODLA Denis,Orange 20 Bratislava,svk,2015,1.80,165,19.75890410958904,2,0.0
90,SHARIPOV Ilja,Red Bull Salzburg,ger,2015,1.83,181,19.895890410958906,1,0.0
91,BENDER Tim,EHC Red Bull Munich,ger,2015,1.82,181,19.802739726027397,2,0.0
92,MULLER Jonas,Eisbaren Berlin,ger,2015,1.81,176,19.13150684931507,1,0.0
93,TRINKBERGER David,Muskegon Lumberjacks,ger,2015,1.93,198,18.364383561643837,1,0.0
94,TUOMIE Parker,Sioux Falls Stampede,ger,2015,1.76,170,19.183561643835617,2,0.0
95,SAEFTEL Dorian,Heilbronner Falken,ger,2015,1.90,205,19.720547945205478,2,0.0
96,KURZ Patrick,Ravensburg Towerstars,ger,2015,1.86,176,18.73972602739726,1,0.0
97,MICHAELIS Marc,Green Bay Gamblers,ger,2015,1.77,168,19.435616438356163,1,0.0
98,EISENSCHMID Markus,Medicine Hat Tigers,ger,2015,1.83,176,19.956164383561642,2,0.0
99,WISSMANN Kai,Dresdner Eislowen,ger,2015,1.93,187,18.205479452054796,1,0.0
100,WIEDERER Manuel,Straubing Tigers,ger,2015,1.83,157,18.123287671232877,1,0.0
101,WAGNER Fabio,ERC Ingolstadt,ger,2015,1.82,183,19.304109589041097,2,0.0
102,TIFFELS Frederik,Western Michigan Broncos,ger,2015,1.83,190,19.632876712328766,2,0.0
103,MOSER Janik,Ohio State University,ger,2015,1.80,183,19.279452054794522,2,0.0
104,STURM Nico,Austin Bruins,ger,2015,1.89,187,19.67945205479452,1,0.0
105,KAHUN Dominik,EHC Red Bull Munich,ger,2015,1.78,172,19.515068493150686,2,0.0
106,SCHMIDPETER Marc,ERC Ingolstadt,ger,2015,1.88,198,19.846575342465755,1,0.0
107,FILIN Vladislav,Red Bull Salzburg,ger,2015,1.84,172,19.8,2,0.0
108,PFOHL Fabio,Kolner Haie,ger,2015,1.80,187,19.21917808219178,1,0.0
109,KAMMERER Maximilian,Red Bull Salzburg,ger,2015,1.85,165,18.27123287671233,2,0.0
110,EDER Andreas,Red Bull Salzburg,ger,2015,1.89,179,18.797260273972604,1,0.0
111,PROSKE Florian,Heilbronner Falken,ger,2015,1.80,163,18.53972602739726,1,0.0
112,REICH Kevin,Green Bay Gamblers,ger,2015,1.86,198,19.197260273972603,2,0.0
113,WARD Samuel,Lulea HF,swe,2015,1.82,168,19.964383561643835,1,0.0
114,AHO Sebastian,Skelleftea AIK,swe,2015,1.78,172,18.884931506849316,1,0.0
115,LAGESSON William,Dubuque Fighting Saints,swe,2015,1.89,198,18.87123287671233,1,0.0
116,NORELL Robin,Djurgarden Stockholm,swe,2015,1.80,192,19.882191780821916,2,0.0
117,ENGLUND Andreas,Djurgarden Stockholm,swe,2015,1.91,198,18.958904109589042,1,0.0
118,BERGMAN Julius,London Knights,swe,2015,1.86,194,19.17808219178082,1,0.0
119,FORSLING Gustav,Linkopings HC,swe,2015,1.82,181,18.567123287671233,1,0.0
120,de la ROSE Jacob,Hamilton Bulldogs,swe,2015,1.90,198,19.632876712328766,2,0.0
121,BLIDH Anton,Frolunda Gothenburg,swe,2015,1.86,192,19.816438356164383,1,0.0
122,OLOFSSON Victor,MODO Ornskoldsvik,swe,2015,1.78,176,19.471232876712328,1,0.0
123,HAGG Robert,Lehigh Valley Phantoms,swe,2015,1.88,207,19.90958904109589,2,0.0
124,BRODECKI Adam,Brynas Gavle,swe,2015,1.80,168,19.87123287671233,1,0.0
125,NYLANDER William,MODO Ornskoldsvik,swe,2015,1.80,170,18.682191780821917,1,0.0
126,LINDBLOM Oskar,Brynas Gavle,swe,2015,1.86,192,18.39178082191781,1,0.0
127,WALLMARK Lucas,Lulea HF,swe,2015,1.83,176,19.336986301369862,2,0.0
128,LOOKE Jens,Brynas Gavle,swe,2015,1.84,174,17.736986301369864,1,0.0
129,HOLMSTROM Axel,Skelleftea AIK,swe,2015,1.84,198,18.52054794520548,1,0.0
130,EHN Christoffer,Frolunda Gothenburg,swe,2015,1.90,181,18.753424657534246,1,0.0
131,KARLSSON Anton,Frolunda Gothenburg,swe,2015,1.86,187,18.424657534246574,2,0.0
132,BRISTEDT Leon,University of Minnesota,swe,2015,1.72,183,19.816438356164383,1,0.0
133,KEMPE Adrian,MODO Ornskoldsvik,swe,2015,1.87,187,18.312328767123287,1,0.0
134,SODERSTROM Linus,Djurgarden Stockholm,swe,2015,1.93,194,18.36986301369863,1,0.0
135,BERGVIK Fredrik,Frolunda Gothenburg,swe,2015,1.86,183,19.893150684931506,1,0.0
136,SOROKIN Ilya,CSKA Moscow,rus,2015,1.88,168,19.424657534246574,1,0.0
137,YUDIN Dmitri,SKA St. Petersburg,rus,2015,1.88,185,19.435616438356163,1,0.0
138,PAIGIN Ziat,Ak Bars Kazan,rus,2015,1.97,198,19.90958904109589,1,0.0
139,CHEREPANOV Nikita,HK Ryazan,rus,2015,1.87,194,19.13150684931507,1,0.0
140,GAVRIKOV Vladislav,HK Ryazan,rus,2015,1.88,185,19.126027397260273,1,0.0
141,RAFIKOV Rushan,HK Ryazan,rus,2015,1.89,183,19.646575342465752,1,0.0
142,KAMENEV Vladislav,Metallurg Magnitogorsk,rus,2015,1.89,185,18.4,1,0.0
143,GOLDOBIN Nikolai,IFK Helsinki,rus,2015,1.80,154,19.24931506849315,1,0.0
144,BRYNTSEV Alexander,Neftekhimik Nizhnekamsk,rus,2015,1.91,196,19.63013698630137,1,0.0
145,GOLYSHEV Anatoli,Avtomobilist Yekaterinburg,rus,2015,1.74,172,19.893150684931506,1,0.0
146,FISHENKO Ivan,Sokol Krasnoyarsk,rus,2015,1.88,201,19.46849315068493,1,0.0
147,MAMIN Maxim,CSKA Moscow,rus,2015,1.87,187,19.980821917808218,1,0.0
148,BUCHNEVICH Pavel,Severstal Cherepovets,rus,2015,1.88,176,19.723287671232878,2,0.0
149,KOSTIN Denis,Avangard Omsk,rus,2015,1.85,183,19.545205479452054,1,0.0
150,BARBASHYOV Ivan,Moncton Wildcats,rus,2015,1.82,174,19.063013698630137,2,0.0
151,SHAROV Alexander,Lada Togliatti,rus,2015,1.87,190,19.16986301369863,1,0.0
152,VALIEV Rinat,Kootenay Ice,rus,2015,1.87,198,19.65753424657534,1,0.0
153,DERGACHYOV Alexander,SKA 1946 St. Petersburg,rus,2015,1.93,201,18.273972602739725,1,0.0
154,BRYUKVIN Vladimir,Dynamo Balashikha,rus,2015,1.85,183,19.956164383561642,1,0.0
155,LESHENKO Vyacheslav,Atlant Mytishi,rus,2015,1.81,163,19.704109589041096,1,0.0
156,TOLCHINSKI Sergei,Sault Ste. Marie Greyhounds,rus,2015,1.75,165,19.923287671232877,1,0.0
157,PROVOROV Ivan,Brandon Wheat Kings,rus,2015,1.83,194,17.97808219178082,1,0.0
158,SHESTYORKIN Igor,SKA St. Petersburg,rus,2015,1.83,183,19.019178082191782,1,0.0
159,SVOBODA Miroslav,Ocelari Trinec,cze,2015,1.90,159,19.835616438356166,1,0.0
160,VANECEK Vitek,Bili Tygri Liberec,cze,2015,1.85,181,18.991780821917807,1,0.0
161,KOSTALEK Jan,Rimouski Oceanic,cze,2015,1.85,187,19.884931506849316,2,0.0
162,SCOTKA Jan,HC Pardubice,cze,2015,1.88,201,18.63013698630137,1,0.0
163,BARANEK Marek,HC Litvinov,cze,2015,1.85,190,19.852054794520548,1,0.0
164,KLOK Lukas,Vitkovice Ostrava,cze,2015,1.85,187,19.583561643835615,1,0.0
165,VOZENILEK Daniel,HC Pardubice,cze,2015,1.89,198,18.904109589041095,1,0.0
166,NEMECEK David,TPS Turku,cze,2015,1.94,207,19.523287671232875,2,0.0
167,PASTRNAK David,Providence Bruins,cze,2015,1.82,168,18.616438356164384,2,0.0
168,KAMPF David,Pirati Chomutov,cze,2015,1.88,187,19.983561643835618,2,0.0
169,VRANA Jakub,Linkopings HC,cze,2015,1.83,176,18.854794520547944,2,0.0
170,ZACHA Pavel,Sarnia Sting,cze,2015,1.91,214,17.75068493150685,2,0.0
171,MANDAT Jan,Val dOr Foreurs,cze,2015,1.84,194,19.134246575342466,1,0.0
172,RUZICKA Marek,Ocelari Trinec,cze,2015,1.90,183,19.742465753424657,1,0.0
173,KUBALIK Dominik,HC Plzen,cze,2015,1.87,190,19.378082191780823,1,0.0
174,STENCEL Jan,Vitkovice Ostrava,cze,2015,1.76,176,19.86027397260274,1,0.0
175,SPACEK Michael,HC Pardubice,cze,2015,1.79,181,17.742465753424657,1,0.0
176,KASE David,Pirati Chomutov,cze,2015,1.76,161,17.936986301369863,1,0.0
177,KASE Ondrej,Pirati Chomutov,cze,2015,1.82,170,19.161643835616438,2,0.0
178,ZDRAHAL Patrik,Vitkovice Ostrava,cze,2015,1.83,183,19.745205479452054,2,0.0
179,MASIN Dominik,Peterborough Petes,cze,2015,1.88,194,18.92876712328767,1,0.0
180,GORCIK Sebastian,HC Karlovy Vary,cze,2015,1.81,185,19.336986301369862,1,0.0
181,VLADAR Daniel,Rytiri Kladno,cze,2015,1.95,181,17.378082191780823,1,0.0
182,WAEBER Ludovic,Fribourg-Gotteron,sui,2015,1.86,187,18.38082191780822,1,0.0
183,FORA Michael,Kamloops Blazers,sui,2015,1.89,207,19.186301369863013,1,0.0
184,MULLER Mirco,San Jose Sharks,sui,2015,1.91,205,19.797260273972604,2,1.0
185,HARLACHER Edson,Kloten Flyers,sui,2015,1.90,194,18.956164383561642,1,0.0
186,HUGLI Michael,EV Zug,sui,2015,1.83,185,19.101369863013698,1,0.0
187,FIALA Kevin,HV71 Jonkoping,sui,2015,1.80,176,18.457534246575342,2,0.0
188,FUCHS Jason,HC Ambri-Piotta,sui,2015,1.76,174,19.312328767123287,2,0.0
189,HISCHIER Luca,SC Bern,sui,2015,1.87,192,19.887671232876713,1,0.0
190,BALTISBERGER Phil,Guelph Storm,sui,2015,1.85,203,19.147945205479452,2,0.0
191,SCHMIDLI Kris,Kelowna Rockets,sui,2015,1.79,183,18.50958904109589,1,0.0
192,MALGIN Denis,ZSC Lions Zurich,sui,2015,1.75,176,17.964383561643835,1,0.0
193,SCHWERI Kay,Sherbrooke Phoenix,sui,2015,1.78,174,18.02191780821918,1,0.0
194,AESCHLIMANN Marc,HC Davos,sui,2015,1.80,176,19.378082191780823,1,0.0
195,KINDSCHI Simon,HC Davos,sui,2015,1.90,212,18.654794520547945,1,0.0
196,FAZZINI Luca,HC Lugano,sui,2015,1.76,187,19.80821917808219,1,0.0
197,WIESER Tim,Sherbrooke Phoenix,sui,2015,1.70,161,19.838356164383562,1,0.0
198,SUTER Pius,Guelph Storm,sui,2015,1.80,163,18.61917808219178,1,0.0
199,SIEGENTHALER Jonas,ZSC Lions Zurich,sui,2015,1.89,214,17.66849315068493,1,0.0
200,ROD Noah,Geneve-Servette,sui,2015,1.83,192,18.58082191780822,1,0.0
201,RATHGEB Yannick,Plymouth Whalers,sui,2015,1.85,201,19.202739726027396,2,0.0
202,MEIER Timo,Halifax Mooseheads,sui,2015,1.86,209,18.243835616438357,1,0.0
203,DESCLOUX Gauthier,Geneve-Servette,sui,2015,1.81,161,18.454794520547946,1,0.0
204,SENN Gilles,HC Davos,sui,2015,1.95,192,18.84931506849315,1,0.0
205,HENRIKSEN Nicolaj,Esbjerg Energy,den,2015,1.95,203,19.28219178082192,1,0.0
206,KROGSGAARD Anders,Esbjerg Energy,den,2015,1.78,170,18.715068493150685,1,0.0
207,HANSEN Daniel,SonderjyskE Vojens,den,2015,1.80,187,19.964383561643835,1,0.0
208,LASSEN Mathias,Rodovre Mighty Bulls,den,2015,1.85,181,18.81095890410959,1,0.0
209,NIELSEN Daniel,Hvidovre IK,den,2015,1.89,247,19.673972602739727,1,0.0
210,AAGAARD Mikkel,Niagara IceDogs,den,2015,1.80,179,19.21917808219178,1,0.0
211,OLESEN Nick,Odense Bulldogs,den,2015,1.85,176,19.145205479452056,1,0.0
212,JENSEN Kristian,Lulea HF,den,2015,1.86,198,18.956164383561642,1,0.0
213,LARSEN Mads,Malmo Redhawks,den,2015,1.80,172,19.575342465753426,1,0.0
214,ESKEROD Victor,Gentofte Stars,den,2015,1.91,165,19.904109589041095,1,0.0
215,PISON Andre,Wenatchee Wild,den,2015,1.81,183,19.386301369863013,1,0.0
216,TRUE Alexander,Seattle Thunderbirds,den,2015,1.85,179,17.471232876712328,1,0.0
217,NIELSEN Marcus,Rungsted IK,den,2015,1.87,194,19.76164383561644,1,0.0
218,HERTZBERG Sonny,Oshawa Generals,den,2015,1.87,187,19.71232876712329,1,0.0
219,RASMUSSEN Emil,Rodovre Mighty Bulls,den,2015,1.86,187,19.97808219178082,1,0.0
220,ELLER Mads,Edmonton Oil Kings,den,2015,1.86,203,19.534246575342465,1,0.0
221,ASPERUP Mathias,Malmo Redhawks,den,2015,1.82,170,19.846575342465755,1,0.0
222,HOLMBERG Jeppe,Esbjerg Energy,den,2015,1.82,181,18.561643835616437,1,0.0
223,EHLERS Nikolaj,Halifax Mooseheads,den,2015,1.85,176,18.893150684931506,1,0.0
224,BJORKSTRAND Oliver,Portland Winterhawks,den,2015,1.80,174,19.742465753424657,1,0.0
225,NIELSEN Soeren,Esbjerg Energy,den,2015,1.77,176,18.306849315068494,1,0.0
226,LILLIE Thomas,Vaxjo Lakers,den,2015,1.82,172,18.82191780821918,1,0.0
227,SORENSEN Georg,Herning Blue Fox,den,2015,1.76,165,19.646575342465752,1,0.0
0,McDONALD Mason,Charlottetown Islanders,can,2016,1.93,201,19.704109589041096,1,0.0
1,HICKETTS Joe,Victoria Royals,can,2016,1.73,179,19.673972602739727,2,0.0
2,FLEURY Haydn,Red Deer Rebels,can,2016,1.90,207,19.495890410958904,1,0.0
3,CHABOT Thomas,Saint John Sea Dogs,can,2016,1.88,190,18.931506849315067,1,0.0
4,HICKEY Brandon,Boston University,can,2016,1.88,192,19.731506849315068,1,0.0
5,STROME Dylan,Erie Otters,can,2016,1.90,194,18.832876712328765,1,0.0
6,PERLINI Brendan,Niagara IceDogs,can,2016,1.90,205,19.693150684931506,1,0.0
7,GAUTHIER Julien,Val dOr Foreurs,can,2016,1.93,225,18.224657534246575,1,0.0
8,BARZAL Matt,Seattle Thunderbirds,can,2016,1.83,187,18.613698630136987,1,0.0
9,CHARTIER Rourke,Kelowna Rockets,can,2016,1.80,192,19.75890410958904,1,0.0
10,MARNER Mitch,London Knights,can,2016,1.80,163,18.671232876712327,1,0.0
11,KONECNY Travis,Ottawa 67s,can,2016,1.79,176,18.82191780821918,1,0.0
12,VIRTANEN Jake,Vancouver Canucks,can,2016,1.86,187,19.386301369863013,2,1.0
13,POINT Brayden,Moose Jaw Warriors,can,2016,1.80,165,19.816438356164383,2,0.0
14,McKEOWN Roland,Kingston Frontenacs,can,2016,1.85,194,19.96164383561644,1,0.0
15,BEAUVILLIER Anthony,Shawinigan Cataractes,can,2016,1.78,179,18.578082191780823,1,0.0
16,QUENNEVILLE John,Brandon Wheat Kings,can,2016,1.86,205,19.723287671232878,1,0.0
17,SANHEIM Travis,Calgary Hitmen,can,2016,1.93,201,19.77260273972603,1,0.0
18,DERMOTT Travis,Erie Otters,can,2016,1.80,207,19.03835616438356,1,0.0
19,STEPHENS Mitchell,Saginaw Spirit,can,2016,1.83,196,18.915068493150685,1,0.0
20,CROUSE Lawson,Kingston Frontenacs,can,2016,1.93,214,18.53698630136986,2,0.0
21,BLACKWOOD Mackenzie,Barrie Colts,can,2016,1.93,216,19.073972602739726,1,0.0
22,MONTEMBEAULT Sam,Blainville-Boisbriand Armada,can,2016,1.93,192,19.183561643835617,1,0.0
23,SANDSTROM Felix,Brynas Gavle,swe,2016,1.87,187,18.980821917808218,1,0.0
24,LAGESSON William,UMass-Amherst,swe,2016,1.89,198,19.87123287671233,2,0.0
25,LARSSON Jacob,Frolunda Gothenburg,swe,2016,1.88,181,18.687671232876713,1,0.0
26,OLLAS MATTSSON Adam,Djurgarden Stockholm,swe,2016,1.93,216,19.435616438356163,1,0.0
27,ENGLUND Andreas,Djurgarden Stockholm,swe,2016,1.91,198,19.958904109589042,2,0.0
28,PETTERSSON Marcus,Skelleftea AIK,swe,2016,1.93,174,19.663013698630138,1,0.0
29,FORSLING Gustav,Linkopings HC,swe,2016,1.82,181,19.567123287671233,2,0.0
30,CARLSSON Gabriel,Linkopings HC,swe,2016,1.92,187,19.008219178082193,1,0.0
31,FORSBACKA KARLSSON Jakob,Boston University,swe,2016,1.85,185,19.18082191780822,1,0.0
32,GRUNDSTROM Carl,MODO Ornskoldsvik,swe,2016,1.84,194,18.095890410958905,1,0.0
33,TIMASHOV Dmytro,Quebec Remparts,swe,2016,1.78,190,19.263013698630136,1,0.0
34,ASPLUND Rasmus,Farjestad Karlstad,swe,2016,1.80,176,18.09041095890411,1,0.0
35,NYLANDER Alexander,Mississauga Steelheads,swe,2016,1.84,176,17.846575342465755,1,0.0
36,ERIKSSON EK Joel,Farjestad Karlstad,swe,2016,1.88,185,18.934246575342467,1,0.0
37,NYLANDER William,Toronto Maple Leafs,swe,2016,1.80,170,19.682191780821917,2,1.0
38,LINDBLOM Oskar,Brynas Gavle,swe,2016,1.86,192,19.39178082191781,2,0.0
39,LOOKE Jens,Brynas Gavle,swe,2016,1.84,185,18.736986301369864,2,0.0
40,HOLMSTROM Axel,Skelleftea AIK,swe,2016,1.84,198,19.52054794520548,2,0.0
41,EHN Christoffer,Frolunda Gothenburg,swe,2016,1.91,187,19.753424657534246,2,0.0
42,KARLSSON Anton,Frolunda Gothenburg,swe,2016,1.86,187,19.424657534246574,3,0.0
43,KEMPE Adrian,Los Angeles Kings,swe,2016,1.87,187,19.312328767123287,2,1.0
44,SODERSTROM Linus,Djurgarden Stockholm,swe,2016,1.94,198,19.36986301369863,2,0.0
45,KALLGREN Erik,Linkopings HC,swe,2016,1.88,187,19.22739726027397,1,0.0
46,KRYS Chad,U.S. National Team,usa,2016,1.80,183,17.73972602739726,1,0.0
47,FORTUNATO Brandon,Boston University,usa,2016,1.78,148,19.58082191780822,1,0.0
48,TKACHUK Matthew,London Knights,usa,2016,1.85,187,18.068493150684933,1,0.0
49,BELPEDIO Louis,Miami Ohio University,usa,2016,1.78,194,19.646575342465752,1,0.0
50,SCHMALTZ Nick,University of North Dakota,usa,2016,1.83,172,19.86849315068493,2,0.0
51,BJORK Anders,University of Notre Dame,usa,2016,1.80,183,19.41917808219178,1,0.0
52,DVORAK Christian,London Knights,usa,2016,1.83,187,19.926027397260274,1,0.0
53,DEBRINCAT Alex,Erie Otters,usa,2016,1.70,161,18.04931506849315,1,0.0
54,WERENSKI Zach,University of Michigan,usa,2016,1.88,214,18.465753424657535,2,0.0
55,EANSOR Scott,Seattle Thunderbirds,usa,2016,1.73,168,20.008219178082193,1,0.0
56,MACINNIS Ryan,Kitchener Rangers,usa,2016,1.93,185,19.893150684931506,1,0.0
57,WHITE Colin,Boston College,usa,2016,1.83,183,18.931506849315067,1,0.0
58,DONATO Ryan,Harvard University,usa,2016,1.85,181,19.742465753424657,1,0.0
59,BORGEN Will,St. Cloud State,usa,2016,1.88,194,19.046575342465754,1,0.0
60,HITCHCOCK Ryan,Yale University,usa,2016,1.78,170,19.76986301369863,1,0.0
61,BOESER Brock,University of North Dakota,usa,2016,1.83,192,18.86027397260274,1,0.0
62,McAVOY JR Charlie,Boston University,usa,2016,1.83,205,18.041095890410958,1,0.0
63,CARLO Brandon,Tri-City Americans,usa,2016,1.96,194,19.10958904109589,2,0.0
64,MILANO Sonny,Lake Erie Monsters,usa,2016,1.80,185,19.65205479452055,2,0.0
65,NEDELJKOVIC Alex,Niagara IceDogs,usa,2016,1.83,190,19.997260273972604,2,0.0
66,MATTHEWS Auston,ZSC Lions Zurich,usa,2016,1.83,198,18.301369863013697,2,0.0
67,HALVERSON Brandon,Sault Ste. Marie Greyhounds,usa,2016,1.93,179,19.77260273972603,2,0.0
68,SELDRUP Mathias,Herning Blue Fox,den,2016,1.80,181,19.208219178082192,1,0.0
69,KROGSGAARD Anders,Esbjerg Energy,den,2016,1.83,170,19.715068493150685,2,0.0
70,ADAMSEN Ludvig,Surrey Eagles,den,2016,1.90,190,19.26027397260274,1,0.0
71,LASSEN Mathias,Leksands IF,den,2016,1.82,181,19.81095890410959,2,0.0
72,KNUDSEN Lasse,Aalborg Pirates,den,2016,1.80,192,19.627397260273973,1,0.0
73,WEICHEL Nicolai,Rungsted IK,den,2016,1.85,198,18.164383561643834,1,0.0
74,JENSEN Markus,Herning Blue Fox,den,2016,1.80,187,19.624657534246577,1,0.0
75,OLSEN Thomas,Malmo Redhawks,den,2016,1.85,183,19.83013698630137,1,0.0
76,JENSEN Kristian,Lulea HF,den,2016,1.86,216,19.956164383561642,2,0.0
77,MIERITZ Christian,Hamilton Bulldogs,den,2016,1.84,198,18.265753424657536,1,0.0
78,JENSEN Morten,Rogle Angelholm,den,2016,1.83,181,18.84931506849315,1,0.0
79,RONDBJERG Jonas,Rungsted IK,den,2016,1.84,176,16.767123287671232,1,0.0
80,FROM Mathias,Rogle Angelholm,den,2016,1.85,161,18.054794520547944,1,0.0
81,BOYSEN William,Rungsted IK,den,2016,1.84,170,18.616438356164384,1,0.0
82,KRAG Nikolaj,Rodovre Mighty Bulls,den,2016,1.80,176,17.4,1,0.0
83,KORSGAARD Jeppe,Aalborg Pirates,den,2016,1.80,187,18.24931506849315,1,0.0
84,HOLMBERG Jeppe,Esbjerg Energy,den,2016,1.83,181,19.561643835616437,2,0.0
85,ANDERSEN Niklas,Spokane Chiefs,den,2016,1.80,168,18.126027397260273,1,0.0
86,NIELSEN Soren,Esbjerg Energy,den,2016,1.83,176,19.306849315068494,1,0.0
87,TRUE Alexander,Seattle Thunderbirds,den,2016,1.93,176,18.471232876712328,2,0.0
88,CHRISTENSEN Emil,Rodovre Mighty Bulls,den,2016,1.83,183,19.720547945205478,1,0.0
89,PETERSEN Lasse,Spokane Chiefs,den,2016,1.88,176,18.504109589041096,1,0.0
90,LILLIE Thomas,Vaxjo Lakers,den,2016,1.82,183,19.82191780821918,2,0.0
91,WAEBER Ludovic,Fribourg-Gotteron,sui,2016,1.87,192,19.38082191780822,2,0.0
92,GLAUSER Andrea,Fribourg-Gotteron,sui,2016,1.82,183,19.75890410958904,1,0.0
93,KARRER Roger,GCK Lions Zurich,sui,2016,1.80,179,18.956164383561642,1,0.0
94,HARLACHER Edson,Kloten Flyers,sui,2016,1.90,194,19.956164383561642,2,0.0
95,FORRER Marco,EV Zug,sui,2016,1.91,203,19.46849315068493,1,0.0
96,PRIVET Julien,SC Bern,sui,2016,1.76,170,19.975342465753425,1,0.0
97,THURKAUF Calvin,Kelowna Rockets,sui,2016,1.84,196,18.526027397260275,1,0.0
98,MALGIN Denis,ZSC Lions Zurich,sui,2016,1.75,176,18.964383561643835,2,0.0
99,MEYER Dario,Edmonton Oil Kings,sui,2016,1.84,185,19.126027397260273,1,0.0
100,SCHMIDLI Kris,GCK Lions Zurich,sui,2016,1.80,190,19.50958904109589,2,0.0
101,IMPOSE Auguste,Quebec Remparts,sui,2016,1.76,187,18.55068493150685,1,0.0
102,HISCHIER Nico,SC Bern,sui,2016,1.83,172,17.002739726027396,1,0.0
103,RIAT Damien,Geneve-Servette,sui,2016,1.83,172,18.85753424657534,1,0.0
104,KINDSCHI Simon,HC Davos,sui,2016,1.91,218,19.654794520547945,2,0.0
105,EGLI Chris,HC Davos,sui,2016,1.84,170,19.8,1,0.0
106,KESSLER Tino,HC Davos,sui,2016,1.80,181,19.682191780821917,1,0.0
107,SUTER Pius,ZSC Lions Zurich,sui,2016,1.80,163,19.61917808219178,2,0.0
108,SIEGENTHALER Jonas,ZSC Lions Zurich,sui,2016,1.89,214,18.66849315068493,2,0.0
109,ROD Noah,Geneve-Servette,sui,2016,1.84,194,19.58082191780822,2,0.0
110,HELDNER Fabian,HC Davos,sui,2016,1.93,209,19.534246575342465,1,0.0
111,MEIER Timo,Halifax Mooseheads,sui,2016,1.86,209,19.243835616438357,2,0.0
112,DESCLOUX Gauthier,Geneve-Servette,sui,2016,1.81,172,19.454794520547946,2,0.0
113,van POTTELBERGHE Joren,Linkopings HC,sui,2016,1.90,201,18.586301369863012,1,0.0
114,SAMSONOV Ilya,Metallurg Magnitogorsk,rus,2016,1.90,201,18.86849315068493,1,0.0
115,BOIKOV Sergei,Drummondville Voltigeurs,rus,2016,1.88,194,19.95068493150685,1,0.0
116,SERGEYEV Dmitri,Kitchener Rangers,rus,2016,1.91,201,19.78082191780822,1,0.0
117,SHARIPZYANOV Damir,Owen Sound Attack,rus,2016,1.86,187,19.884931506849316,1,0.0
118,SVECHNIKOV Yevgeni,Cape Breton Screaming Eagles,rus,2016,1.91,205,19.18082191780822,1,0.0
119,SVETLAKOV Andrei,CSKA Moscow,rus,2016,1.83,201,19.75068493150685,1,0.0
120,PROVOROV Ivan,Brandon Wheat Kings,rus,2016,1.85,201,18.97808219178082,2,0.0
121,LAZAREV Maxim,Cape Breton Screaming Eagles,rus,2016,1.78,170,19.936986301369863,1,0.0
